id,offspring_year,offspring_age_class,n_offspring,parent_type,parent_year,parent_age_class
Uts_13A_056,19,2-3y,5,sire,13,A
Uts_13A_016,18,A,3,sire,13,A
Uts_13A_016,14,0y,4,sire,13,A
Uts_13A_016,15,1y,2,sire,13,A
Uts_13A_053,18,A,1,sire,13,A
Uts_13A_013,18,A,1,sire,13,A
Uts_13A_013,12,0y,3,sire,13,A
Uts_13A_013,13,1y,10,sire,13,A
Uts_13A_013,14,0y,29,sire,13,A
Uts_13A_013,15,1y,11,sire,13,A
Uts_13A_013,16,3y,1,sire,13,A
Uts_12A_033,18,A,1,sire,12,A
Uts_12A_033,13,0y,1,sire,12,A
Uts_13A_050,18,A,1,sire,13,A
Uts_13A_050,14,0y,41,sire,13,A
Uts_13A_050,15,1y,3,sire,13,A
Uts_13A_050,16,3y,2,sire,13,A
Uts_11A_40,12,0y,32,sire,11,A
Uts_11A_40,13,1y,25,sire,11,A
Uts_11A_40,14,2y,3,sire,11,A
Uts_11A_18,12,0y,12,sire,11,A
Uts_11A_18,13,1y,6,sire,11,A
Uts_11A_43,12,0y,4,sire,11,A
Uts_11A_43,13,1y,3,sire,11,A
Uts_11A_09,12,0y,8,sire,11,A
Uts_11A_09,13,1y,7,sire,11,A
Uts_11A_16,12,0y,3,sire,11,A
Uts_11A_16,13,1y,5,sire,11,A
Uts_11A_16,14,2y,1,sire,11,A
Uts_11A_02,12,0y,5,sire,11,A
Uts_11A_02,13,1y,1,sire,11,A
Uts_11A_20,12,0y,3,sire,11,A
Uts_11A_20,13,1y,8,sire,11,A
Uts_11A_26,12,0y,16,sire,11,A
Uts_11A_26,13,1y,17,sire,11,A
Uts_11A_26,14,2y,3,sire,11,A
Uts_11A_48,12,0y,1,sire,11,A
Uts_11A_01,12,0y,1,sire,11,A
Uts_11A_01,13,1y,1,sire,11,A
Uts_11A_14,12,0y,1,sire,11,A
Uts_11A_54,12,0y,1,sire,11,A
Uts_11A_54,13,1y,3,sire,11,A
Uts_11A_54,14,2y,1,sire,11,A
Uts_12A_005,13,0y,25,sire,12,A
Uts_12A_005,13,1y,1,sire,12,A
Uts_12A_005,14,1y,4,sire,12,A
Uts_12A_005,14,2y,1,sire,12,A
Uts_12A_034,13,0y,31,sire,12,A
Uts_12A_034,14,1y,3,sire,12,A
Uts_12A_034,15,2y,2,sire,12,A
Uts_13_1y_0296,13,0y,1,sire,13,1y
Uts_11A_30,13,0y,1,sire,11,A
Uts_12A_028,13,0y,1,sire,12,A
Uts_12A_028,14,1y,1,sire,12,A
Uts_12A_011,13,0y,8,sire,12,A
Uts_12A_011,14,1y,1,sire,12,A
Uts_12A_022,13,0y,17,sire,12,A
Uts_12A_022,14,1y,5,sire,12,A
Uts_12A_009,13,0y,15,sire,12,A
Uts_12A_009,14,1y,1,sire,12,A
Uts_12A_009,15,2y,2,sire,12,A
Uts_12A_023,13,0y,2,sire,12,A
Uts_12A_006,13,0y,7,sire,12,A
Uts_12A_035,13,0y,1,sire,12,A
Uts_12A_008,13,0y,3,sire,12,A
Uts_12A_010,13,0y,3,sire,12,A
Uts_12A_010,14,1y,2,sire,12,A
Uts_13_1y_0789,13,0y,1,sire,13,1y
Uts_11A_23,13,0y,1,sire,11,A
Uts_12A_014,13,0y,2,sire,12,A
Uts_11A_44,13,1y,2,sire,11,A
Uts_11A_24,13,1y,1,sire,11,A
Uts_13A_014,13,1y,1,sire,13,A
Uts_13A_014,14,0y,1,sire,13,A
Uts_13A_014,15,1y,3,sire,13,A
Uts_17A_071,13,1y,1,sire,17,A
Uts_17A_071,14,0y,1,sire,17,A
Uts_17A_071,18,0y,8,sire,17,A
Uts_17A_071,19,1y,1,sire,17,A
Uts_11A_05,13,1y,1,sire,11,A
Uts_13A_028,14,0y,12,sire,13,A
Uts_13A_028,15,1y,8,sire,13,A
Uts_13A_055,14,0y,25,sire,13,A
Uts_13A_055,15,1y,2,sire,13,A
Uts_11A_42,14,0y,25,sire,11,A
Uts_11A_42,15,1y,6,sire,11,A
Uts_11A_42,16,2y,1,sire,11,A
Uts_11A_38,14,0y,7,sire,11,A
Uts_13A_002,14,0y,1,sire,13,A
Uts_13A_001,14,0y,9,sire,13,A
Uts_13A_031,14,0y,4,sire,13,A
Uts_13A_031,15,1y,1,sire,13,A
Uts_13A_063,14,0y,15,sire,13,A
Uts_13A_063,15,1y,2,sire,13,A
Uts_18A_122,14,0y,1,sire,18,A
Uts_18A_122,19,0y,3,sire,18,A
Uts_13A_019,14,0y,4,sire,13,A
Uts_13A_019,16,3y,1,sire,13,A
Uts_13A_026,14,0y,9,sire,13,A
Uts_13A_026,15,1y,4,sire,13,A
Uts_13A_057,14,0y,5,sire,13,A
Uts_13A_057,15,1y,1,sire,13,A
Uts_18A_058,14,0y,2,sire,18,A
Uts_16_3y_0029,14,0y,4,sire,16,3y
Uts_14_2y_0111,14,0y,1,sire,14,2y
Uts_12_0y_106,14,0y,1,sire,12,0y
Uts_12_0y_106,16,3y,1,sire,12,0y
Uts_16A_080,14,0y,2,sire,16,A
Uts_16A_080,17,0y,1,sire,16,A
Uts_13A_006,14,0y,5,sire,13,A
Uts_13A_006,15,0y,1,sire,13,A
Uts_13A_006,15,1y,1,sire,13,A
Uts_13A_006,17,0y,1,sire,13,A
Uts_13A_006,18,1y,1,sire,13,A
Uts_13A_051,14,0y,3,sire,13,A
Uts_13A_051,15,1y,3,sire,13,A
Uts_13A_051,16,3y,1,sire,13,A
Uts_16A_100,14,0y,1,sire,16,A
Uts_16A_100,17,0y,2,sire,16,A
Uts_16A_100,19,0y,88,sire,16,A
Uts_13A_007,14,0y,2,sire,13,A
Uts_13A_007,16,3y,1,sire,13,A
Uts_16_3y_0012,14,0y,3,sire,16,3y
Uts_18A_073,14,0y,1,sire,18,A
Uts_16A_093,14,0y,1,sire,16,A
Uts_16A_093,15,1y,1,sire,16,A
Uts_16A_093,17,1y,1,sire,16,A
Uts_13_1y_0470,14,0y,1,sire,13,1y
Uts_13_1y_0470,19,0y,1,sire,13,1y
Uts_13A_030,14,0y,1,sire,13,A
Uts_13A_038,14,0y,1,sire,13,A
Uts_13A_038,15,1y,1,sire,13,A
Uts_13_1y_0883,14,0y,1,sire,13,1y
Uts_13_0y_0892,14,0y,1,sire,13,0y
Uts_16A_076,14,0y,1,sire,16,A
Uts_14_2y_0163,14,0y,2,sire,14,2y
Uts_12_0y_665,14,0y,2,sire,12,0y
Uts_12_0y_488,14,0y,1,sire,12,0y
Uts_16_3y_0037,14,0y,1,sire,16,3y
Uts_12_0y_072,14,0y,2,sire,12,0y
Uts_13_1y_0396,14,0y,1,sire,13,1y
Uts_13_1y_0396,16,2y,1,sire,13,1y
Uts_13A_041,14,0y,1,sire,13,A
Uts_13A_041,15,1y,4,sire,13,A
Uts_13A_020,14,0y,1,sire,13,A
Uts_18A_052,14,1y,1,sire,18,A
Uts_18A_052,19,0y,13,sire,18,A
Uts_14A_091,15,0y,149,sire,14,A
Uts_14A_091,16,1y,18,sire,14,A
Uts_14A_091,16,2y,2,sire,14,A
Uts_14A_091,17,2y,7,sire,14,A
Uts_14A_091,17,3y,1,sire,14,A
Uts_14A_064,15,0y,3,sire,14,A
Uts_14A_027,15,0y,18,sire,14,A
Uts_14A_027,16,1y,1,sire,14,A
Uts_14A_027,17,2y,1,sire,14,A
Uts_14A_088,15,0y,36,sire,14,A
Uts_14A_088,16,1y,4,sire,14,A
Uts_14A_088,17,3y,1,sire,14,A
Uts_14A_005,15,0y,2,sire,14,A
Uts_14A_020,15,0y,13,sire,14,A
Uts_14A_020,17,2y,1,sire,14,A
Uts_14A_074,15,0y,7,sire,14,A
Uts_14A_089,15,0y,33,sire,14,A
Uts_14A_089,16,0y,1,sire,14,A
Uts_14A_089,16,1y,6,sire,14,A
Uts_14A_089,17,2y,3,sire,14,A
Uts_14A_017,15,0y,1,sire,14,A
Uts_14_2pp_050,15,0y,5,sire,14,2pp
Uts_14_2pp_051,15,0y,1,sire,14,2pp
Uts_14A_110,15,0y,1,sire,14,A
Uts_13_0y_0937,15,0y,1,sire,13,0y
Uts_14A_068,15,0y,59,sire,14,A
Uts_14A_068,16,1y,9,sire,14,A
Uts_14A_068,16,2y,1,sire,14,A
Uts_14A_043,15,0y,4,sire,14,A
Uts_14A_043,16,1y,2,sire,14,A
Uts_14A_096,15,0y,28,sire,14,A
Uts_14A_096,16,1y,1,sire,14,A
Uts_14A_096,16,2y,1,sire,14,A
Uts_14A_096,18,0y,1,sire,14,A
Uts_13_0y_0297,15,0y,1,sire,13,0y
Uts_14A_054,15,0y,8,sire,14,A
Uts_14A_019,15,0y,7,sire,14,A
Uts_14A_019,16,1y,4,sire,14,A
Uts_14A_106,15,0y,13,sire,14,A
Uts_14A_106,16,1y,1,sire,14,A
Uts_14A_103,15,0y,28,sire,14,A
Uts_14A_103,16,1y,3,sire,14,A
Uts_14A_103,18,2-3y,1,sire,14,A
Uts_14A_002,15,0y,2,sire,14,A
Uts_14A_002,16,1y,1,sire,14,A
Uts_14A_046,15,0y,2,sire,14,A
Uts_14A_046,16,1y,1,sire,14,A
Uts_14A_085,15,0y,28,sire,14,A
Uts_14A_085,16,1y,1,sire,14,A
Uts_14A_085,16,2y,1,sire,14,A
Uts_14A_044,15,0y,4,sire,14,A
Uts_14A_044,16,1y,1,sire,14,A
Uts_14A_083,15,0y,27,sire,14,A
Uts_14A_083,16,1y,5,sire,14,A
Uts_14A_083,17,0y,52,sire,14,A
Uts_14A_083,17,2y,1,sire,14,A
Uts_14A_083,18,1y,7,sire,14,A
Uts_14A_083,19,2-3y,2,sire,14,A
Uts_14A_092,15,0y,4,sire,14,A
Uts_14A_092,16,1y,3,sire,14,A
Uts_14A_025,15,0y,32,sire,14,A
Uts_14A_025,16,1y,8,sire,14,A
Uts_14A_025,17,2y,1,sire,14,A
Uts_16A_041,15,0y,2,sire,16,A
Uts_16A_041,17,0y,3,sire,16,A
Uts_14A_055,15,0y,18,sire,14,A
Uts_14A_040,15,0y,7,sire,14,A
Uts_14A_040,18,2-3y,1,sire,14,A
Uts_14A_022,15,0y,3,sire,14,A
Uts_14A_012,15,0y,39,sire,14,A
Uts_14A_012,16,1y,9,sire,14,A
Uts_14A_012,17,1y,1,sire,14,A
Uts_14A_012,17,2y,2,sire,14,A
Uts_14A_099,15,0y,11,sire,14,A
Uts_14A_099,16,1y,1,sire,14,A
Uts_14A_099,16,2y,1,sire,14,A
Uts_16_2y_0025,15,0y,1,sire,16,2y
Uts_13_0y_0340,15,0y,1,sire,13,0y
Uts_13_1y_0281,15,0y,1,sire,13,1y
Uts_14A_053,15,0y,18,sire,14,A
Uts_14A_053,16,1y,3,sire,14,A
Uts_13_0y_0632,15,0y,1,sire,13,0y
Uts_13_0y_0347,15,0y,2,sire,13,0y
Uts_14A_067,15,0y,5,sire,14,A
Uts_14A_067,16,1y,2,sire,14,A
Uts_14A_041,15,0y,9,sire,14,A
Uts_14A_041,16,1y,1,sire,14,A
Uts_14A_041,17,2y,1,sire,14,A
Uts_16A_047,15,0y,14,sire,16,A
Uts_16A_047,17,2y,1,sire,16,A
Uts_14A_031,15,0y,1,sire,14,A
Uts_14A_031,16,1y,1,sire,14,A
Uts_14A_031,16,2y,1,sire,14,A
Uts_14A_065,15,0y,4,sire,14,A
Uts_14A_065,16,1y,4,sire,14,A
Uts_14A_060,15,0y,8,sire,14,A
Uts_14A_060,16,1y,1,sire,14,A
Uts_13_0y_0792,15,0y,1,sire,13,0y
Uts_14A_033,15,0y,15,sire,14,A
Uts_14A_033,16,1y,2,sire,14,A
Uts_14A_033,17,3y,1,sire,14,A
Uts_13_0y_0108,15,0y,1,sire,13,0y
Uts_13_0y_0638,15,0y,1,sire,13,0y
Uts_13_0y_0939,15,0y,1,sire,13,0y
Uts_16_2y_0015,15,0y,1,sire,16,2y
Uts_13_0y_0763,15,0y,2,sire,13,0y
Uts_14A_097,15,0y,7,sire,14,A
Uts_14A_097,16,1y,2,sire,14,A
Uts_13_0y_0410,15,0y,1,sire,13,0y
Uts_14A_076,15,0y,12,sire,14,A
Uts_14A_076,16,1y,1,sire,14,A
Uts_14A_076,16,2y,1,sire,14,A
Uts_14A_076,17,2y,1,sire,14,A
Uts_12_0y_437,15,0y,1,sire,12,0y
Uts_13_0y_0626,15,0y,1,sire,13,0y
Uts_14_1y_0123,15,0y,1,sire,14,1y
Uts_13_0y_0421,15,0y,1,sire,13,0y
Uts_13_0y_0378,15,0y,1,sire,13,0y
Uts_13_0y_0726,15,0y,2,sire,13,0y
Uts_13_0y_0613,15,0y,1,sire,13,0y
Uts_13_1y_0853,15,0y,1,sire,13,1y
Uts_13_0y_0226,15,0y,1,sire,13,0y
Uts_13_0y_0320,15,0y,1,sire,13,0y
Uts_14A_042,15,0y,2,sire,14,A
Uts_14A_042,16,2y,1,sire,14,A
Uts_14A_042,17,0y,3,sire,14,A
Uts_14A_042,19,2-3y,1,sire,14,A
Uts_14A_030,15,0y,1,sire,14,A
Uts_14A_030,16,1y,1,sire,14,A
Uts_14A_030,16,2y,1,sire,14,A
Uts_14A_030,17,0y,11,sire,14,A
Uts_14A_030,18,1y,7,sire,14,A
Uts_14A_030,19,2-3y,2,sire,14,A
Uts_14_1y_0333,15,0y,1,sire,14,1y
Uts_13_0y_0590,15,0y,2,sire,13,0y
Uts_14_2pp_178,15,0y,1,sire,14,2pp
Uts_14A_069,15,0y,1,sire,14,A
Uts_14A_069,16,1y,1,sire,14,A
Uts_14_1y_0261,15,0y,1,sire,14,1y
Uts_17_3y_0656,15,0y,1,sire,17,3y
Uts_13_0y_0653,15,0y,1,sire,13,0y
Uts_13_0y_0494,15,0y,1,sire,13,0y
Uts_13_0y_0630,15,0y,1,sire,13,0y
Uts_13_0y_0331,15,0y,1,sire,13,0y
Uts_15_2y_0109,15,0y,1,sire,15,2y
Uts_15_2y_0109,17,0y,1,sire,15,2y
Uts_15_2y_0109,17,2y,1,sire,15,2y
Uts_15_2y_0109,19,0y,1,sire,15,2y
Uts_13_0y_0182,15,0y,1,sire,13,0y
Uts_13_0y_0182,17,0y,2,sire,13,0y
Uts_13_1y_0638,15,0y,1,sire,13,1y
Uts_18A_108,15,1y,1,sire,18,A
Uts_15A_053,15,1y,1,sire,15,A
Uts_13_1y_0905,15,1y,1,sire,13,1y
Uts_12_0y_483,15,2y,1,sire,12,0y
Uts_12_0y_483,16,3y,1,sire,12,0y
Uts_15A_070,16,0y,252,sire,15,A
Uts_15A_070,17,1y,41,sire,15,A
Uts_15A_070,18,1y,2,sire,15,A
Uts_15A_070,18,2-3y,6,sire,15,A
Uts_15A_076,16,0y,65,sire,15,A
Uts_15A_076,17,1y,14,sire,15,A
Uts_15A_049,16,0y,1,sire,15,A
Uts_15A_079,16,0y,60,sire,15,A
Uts_15A_079,17,1y,12,sire,15,A
Uts_15A_079,18,2-3y,4,sire,15,A
Uts_15A_005,16,0y,127,sire,15,A
Uts_15A_005,17,0y,1,sire,15,A
Uts_15A_005,17,1y,24,sire,15,A
Uts_15A_005,18,2-3y,6,sire,15,A
Uts_15A_005,19,2-3y,1,sire,15,A
Uts_15A_020,16,0y,122,sire,15,A
Uts_15A_020,16,1y,1,sire,15,A
Uts_15A_020,17,1y,25,sire,15,A
Uts_15A_020,18,2-3y,4,sire,15,A
Uts_15A_020,19,2-3y,1,sire,15,A
Uts_15A_014,16,0y,24,sire,15,A
Uts_15A_014,17,1y,4,sire,15,A
Uts_15A_038,16,0y,9,sire,15,A
Uts_15A_038,17,1y,5,sire,15,A
Uts_15A_038,18,2-3y,1,sire,15,A
Uts_15A_052,16,0y,17,sire,15,A
Uts_15A_052,17,1y,1,sire,15,A
Uts_15A_052,18,2-3y,1,sire,15,A
Uts_15A_052,19,2-3y,1,sire,15,A
Uts_15A_050,16,0y,5,sire,15,A
Uts_15A_050,17,1y,1,sire,15,A
Uts_15A_050,18,1y,1,sire,15,A
Uts_15A_050,18,2-3y,2,sire,15,A
Uts_15A_029,16,0y,216,sire,15,A
Uts_15A_029,16,1y,1,sire,15,A
Uts_15A_029,17,1y,22,sire,15,A
Uts_15A_029,17,2y,2,sire,15,A
Uts_15A_029,18,1y,1,sire,15,A
Uts_15A_029,18,2-3y,4,sire,15,A
Uts_15A_032,16,0y,63,sire,15,A
Uts_15A_032,16,1y,1,sire,15,A
Uts_15A_032,17,1y,18,sire,15,A
Uts_15A_032,18,2-3y,3,sire,15,A
Uts_15A_073,16,0y,12,sire,15,A
Uts_15A_073,17,1y,2,sire,15,A
Uts_15A_073,18,2-3y,1,sire,15,A
Uts_14_0y_0844,16,0y,1,sire,14,0y
Uts_15A_048,16,0y,11,sire,15,A
Uts_15A_048,17,1y,1,sire,15,A
Uts_15A_048,18,0y,4,sire,15,A
Uts_15A_048,18,1y,1,sire,15,A
Uts_15A_048,19,1y,2,sire,15,A
Uts_15A_024,16,0y,10,sire,15,A
Uts_15A_024,17,1y,2,sire,15,A
Uts_15A_072,16,0y,13,sire,15,A
Uts_15A_072,17,1y,1,sire,15,A
Uts_15A_072,19,2-3y,1,sire,15,A
Uts_15A_009,16,0y,17,sire,15,A
Uts_15A_009,17,1y,2,sire,15,A
Uts_15A_009,18,0y,1,sire,15,A
Uts_15A_009,18,1y,3,sire,15,A
Uts_15A_009,18,2-3y,5,sire,15,A
Uts_15A_009,19,2-3y,1,sire,15,A
Uts_15A_006,16,0y,28,sire,15,A
Uts_15A_006,17,1y,3,sire,15,A
Uts_15A_006,17,2y,1,sire,15,A
Uts_15A_006,18,2-3y,2,sire,15,A
Uts_15A_016,16,0y,10,sire,15,A
Uts_15A_016,17,1y,1,sire,15,A
Uts_15A_016,18,2-3y,1,sire,15,A
Uts_15A_064,16,0y,33,sire,15,A
Uts_15A_064,17,1y,5,sire,15,A
Uts_15A_028,16,0y,9,sire,15,A
Uts_15A_028,17,1y,1,sire,15,A
Uts_15A_035,16,0y,3,sire,15,A
Uts_15A_035,17,1y,2,sire,15,A
Uts_15A_035,18,1y,1,sire,15,A
Uts_15A_035,18,2-3y,1,sire,15,A
Uts_15A_080,16,0y,13,sire,15,A
Uts_15A_080,17,1y,2,sire,15,A
Uts_15A_080,18,2-3y,1,sire,15,A
Uts_15A_074,16,0y,2,sire,15,A
Uts_15A_017,16,0y,33,sire,15,A
Uts_15A_017,17,1y,9,sire,15,A
Uts_15A_017,18,1y,2,sire,15,A
Uts_15A_061,16,0y,4,sire,15,A
Uts_15A_061,17,1y,4,sire,15,A
Uts_15A_061,18,2-3y,2,sire,15,A
Uts_15A_041,16,0y,9,sire,15,A
Uts_15A_041,17,1y,5,sire,15,A
Uts_15A_041,18,2-3y,3,sire,15,A
Uts_14_0y_0417,16,0y,1,sire,14,0y
Uts_14_0y_0147,16,0y,1,sire,14,0y
Uts_15A_013,16,0y,19,sire,15,A
Uts_15A_013,17,1y,6,sire,15,A
Uts_15A_071,16,0y,5,sire,15,A
Uts_15A_071,17,1y,7,sire,15,A
Uts_15A_071,18,2-3y,1,sire,15,A
Uts_14_0y_1117,16,0y,1,sire,14,0y
Uts_14_0y_1117,19,2-3y,1,sire,14,0y
Uts_15A_042,16,0y,3,sire,15,A
Uts_15A_042,18,0y,18,sire,15,A
Uts_15A_042,19,1y,2,sire,15,A
Uts_15A_004,16,0y,4,sire,15,A
Uts_15A_056,16,0y,14,sire,15,A
Uts_15A_056,17,1y,4,sire,15,A
Uts_15A_056,18,0y,35,sire,15,A
Uts_15A_056,18,1y,1,sire,15,A
Uts_15A_056,19,1y,4,sire,15,A
Uts_15A_008,16,0y,1,sire,15,A
Uts_15A_008,17,1y,1,sire,15,A
Uts_15A_023,16,0y,5,sire,15,A
Uts_15A_023,18,1y,1,sire,15,A
Uts_15A_022,16,0y,12,sire,15,A
Uts_15A_022,17,1y,4,sire,15,A
Uts_15A_033,16,0y,3,sire,15,A
Uts_15A_033,17,1y,1,sire,15,A
Uts_15_1y_0349,16,0y,1,sire,15,1y
Uts_13_0y_0588,16,0y,1,sire,13,0y
Uts_13_0y_0185,16,0y,1,sire,13,0y
Uts_13_0y_0528,16,0y,1,sire,13,0y
Uts_15A_007,16,0y,1,sire,15,A
Uts_15A_025,16,0y,1,sire,15,A
Uts_15A_025,18,2-3y,2,sire,15,A
Uts_15A_081,16,0y,1,sire,15,A
Uts_14_0y_0370,16,0y,1,sire,14,0y
Uts_14_0y_0508,16,0y,1,sire,14,0y
Uts_13_1y_0773,16,1y,1,sire,13,1y
Uts_13_0y_0618,16,1y,1,sire,13,0y
Uts_15_2y_0118,16,1y,1,sire,15,2y
Uts_14A_072,16,1y,1,sire,14,A
Uts_14_0y_0673,16,1y,1,sire,14,0y
Uts_16A_063,17,0y,9,sire,16,A
Uts_16A_063,18,1y,2,sire,16,A
Uts_16A_063,19,2-3y,2,sire,16,A
Uts_14A_058,17,0y,10,sire,14,A
Uts_14A_058,18,1y,2,sire,14,A
Uts_14A_058,19,2-3y,2,sire,14,A
Uts_16A_114,17,0y,44,sire,16,A
Uts_16A_114,18,1y,11,sire,16,A
Uts_16A_114,19,2-3y,3,sire,16,A
Uts_16A_070,17,0y,9,sire,16,A
Uts_16A_070,18,1y,3,sire,16,A
Uts_16A_070,19,2-3y,1,sire,16,A
Uts_16A_066,17,0y,4,sire,16,A
Uts_16A_066,18,1y,1,sire,16,A
Uts_16A_066,19,2-3y,1,sire,16,A
Uts_13_0y_0850,17,0y,1,sire,13,0y
Uts_16A_058,17,0y,5,sire,16,A
Uts_16A_058,19,0y,50,sire,16,A
Uts_16A_058,19,1y,1,sire,16,A
Uts_16A_061,17,0y,4,sire,16,A
Uts_16A_061,18,1y,1,sire,16,A
Uts_16A_061,19,2-3y,2,sire,16,A
Uts_16A_019,17,0y,11,sire,16,A
Uts_16A_019,18,1y,2,sire,16,A
Uts_16A_001,17,0y,30,sire,16,A
Uts_16A_001,18,1y,6,sire,16,A
Uts_16A_001,19,2-3y,2,sire,16,A
Uts_16A_111,17,0y,77,sire,16,A
Uts_16A_111,18,1y,16,sire,16,A
Uts_16A_111,19,2-3y,8,sire,16,A
Uts_16A_081,17,0y,18,sire,16,A
Uts_16A_081,18,1y,4,sire,16,A
Uts_16A_081,19,2-3y,2,sire,16,A
Uts_16A_074,17,0y,36,sire,16,A
Uts_16A_074,18,1y,9,sire,16,A
Uts_16A_074,19,2-3y,6,sire,16,A
Uts_16A_101,17,0y,139,sire,16,A
Uts_16A_101,18,1y,28,sire,16,A
Uts_16A_101,19,2-3y,14,sire,16,A
Uts_16A_014,17,0y,12,sire,16,A
Uts_16A_014,18,1y,2,sire,16,A
Uts_16A_052,17,0y,1,sire,16,A
Uts_16A_052,18,1y,1,sire,16,A
Uts_16A_015,17,0y,50,sire,16,A
Uts_16A_015,18,1y,12,sire,16,A
Uts_16A_015,19,2-3y,5,sire,16,A
Uts_16A_017,17,0y,4,sire,16,A
Uts_16A_017,18,1y,4,sire,16,A
Uts_16A_017,19,2-3y,1,sire,16,A
Uts_16A_004,17,0y,10,sire,16,A
Uts_16A_004,18,1y,4,sire,16,A
Uts_16A_004,19,2-3y,1,sire,16,A
Uts_16A_009,17,0y,4,sire,16,A
Uts_16A_009,18,1y,1,sire,16,A
Uts_16A_009,19,1y,1,sire,16,A
Uts_14_0y_1575,17,0y,1,sire,14,0y
Uts_16A_002,17,0y,34,sire,16,A
Uts_16A_002,18,1y,7,sire,16,A
Uts_16A_002,19,2-3y,1,sire,16,A
Uts_16A_016,17,0y,5,sire,16,A
Uts_16A_016,18,0y,1,sire,16,A
Uts_16A_016,18,1y,4,sire,16,A
Uts_16A_016,19,2-3y,3,sire,16,A
Uts_16A_007,17,0y,81,sire,16,A
Uts_16A_007,18,1y,21,sire,16,A
Uts_16A_007,19,1y,2,sire,16,A
Uts_16A_007,19,2-3y,3,sire,16,A
Uts_16A_008,17,0y,15,sire,16,A
Uts_16A_008,18,1y,5,sire,16,A
Uts_16A_008,19,1y,1,sire,16,A
Uts_16A_079,17,0y,17,sire,16,A
Uts_16A_079,18,1y,1,sire,16,A
Uts_16A_067,17,0y,22,sire,16,A
Uts_16A_067,18,1y,5,sire,16,A
Uts_16A_067,19,2-3y,2,sire,16,A
Uts_16A_018,17,0y,13,sire,16,A
Uts_16A_018,18,1y,3,sire,16,A
Uts_16A_084,17,0y,20,sire,16,A
Uts_16A_084,18,1y,2,sire,16,A
Uts_16A_084,19,1y,1,sire,16,A
Uts_16A_082,17,0y,18,sire,16,A
Uts_16A_082,18,1y,4,sire,16,A
Uts_16A_082,19,2-3y,1,sire,16,A
Uts_16A_053,17,0y,18,sire,16,A
Uts_16A_053,18,1y,2,sire,16,A
Uts_16A_053,19,2-3y,3,sire,16,A
Uts_16A_020,17,0y,7,sire,16,A
Uts_16A_020,18,1y,2,sire,16,A
Uts_16A_103,17,0y,4,sire,16,A
Uts_16A_103,18,1y,3,sire,16,A
Uts_16A_103,19,2-3y,1,sire,16,A
Uts_16A_022,17,0y,38,sire,16,A
Uts_16A_022,18,1y,1,sire,16,A
Uts_16A_022,19,2-3y,3,sire,16,A
Uts_16A_104,17,0y,9,sire,16,A
Uts_16A_104,18,1y,5,sire,16,A
Uts_16A_104,19,2-3y,3,sire,16,A
Uts_16A_055,17,0y,17,sire,16,A
Uts_16A_055,18,1y,1,sire,16,A
Uts_16A_055,19,2-3y,2,sire,16,A
Uts_15_0y_1794,17,0y,1,sire,15,0y
Uts_15_0y_1794,19,2-3y,1,sire,15,0y
Uts_16A_056,17,0y,28,sire,16,A
Uts_16A_056,18,1y,7,sire,16,A
Uts_16A_056,19,2-3y,3,sire,16,A
Uts_15_0y_0825,17,0y,1,sire,15,0y
Uts_15_0y_1141,17,0y,1,sire,15,0y
Uts_16A_113,17,0y,33,sire,16,A
Uts_16A_113,18,1y,8,sire,16,A
Uts_16A_113,19,2-3y,2,sire,16,A
Uts_16A_057,17,0y,3,sire,16,A
Uts_16A_039,17,0y,32,sire,16,A
Uts_16A_039,18,1y,7,sire,16,A
Uts_16A_039,19,1y,2,sire,16,A
Uts_16A_039,19,2-3y,1,sire,16,A
Uts_16A_073,17,0y,43,sire,16,A
Uts_16A_073,18,1y,4,sire,16,A
Uts_16A_073,19,2-3y,2,sire,16,A
Uts_13_1y_0896,17,0y,2,sire,13,1y
Uts_13_1y_0896,18,1y,1,sire,13,1y
Uts_13_1y_0896,19,0y,1,sire,13,1y
Uts_13_1y_0896,19,2-3y,1,sire,13,1y
Uts_16A_107,17,0y,2,sire,16,A
Uts_16A_087,17,0y,115,sire,16,A
Uts_16A_087,18,1y,10,sire,16,A
Uts_16A_087,19,1y,3,sire,16,A
Uts_16A_087,19,2-3y,8,sire,16,A
Uts_16_1y_0140,17,0y,2,sire,16,1y
Uts_14_0y_0864,17,0y,1,sire,14,0y
Uts_18A_022,17,0y,4,sire,18,A
Uts_15_0y_1678,17,0y,5,sire,15,0y
Uts_15_0y_1063,17,0y,3,sire,15,0y
Uts_13_1y_0102,17,0y,1,sire,13,1y
Uts_16A_086,17,0y,1,sire,16,A
Uts_16A_086,18,1y,1,sire,16,A
Uts_15_0y_0821,17,0y,1,sire,15,0y
Uts_16A_110,17,0y,1,sire,16,A
Uts_16A_110,18,1y,1,sire,16,A
Uts_15_0y_0794,17,0y,1,sire,15,0y
Uts_15_0y_1085,17,0y,1,sire,15,0y
Uts_16A_024,17,0y,1,sire,16,A
Uts_16A_024,18,1y,1,sire,16,A
Uts_15_0y_0677,17,0y,1,sire,15,0y
Uts_16A_029,17,0y,3,sire,16,A
Uts_16A_029,18,0y,1,sire,16,A
Uts_16A_029,18,1y,3,sire,16,A
Uts_16_1y_0084,17,0y,1,sire,16,1y
Uts_16_0y_1985,17,0y,1,sire,16,0y
Uts_14_1y_0402,17,0y,1,sire,14,1y
