snp_id,proportion_missing
UtagF_SS_148c,0.0005474352657798215
c25_1441_SAC,0.0005474352657798215
TN_423,0.5961570044342257
TN_1088,0.4858487983795916
TN_301,0.0012591011112935895
c25_684F_713R_SACa,0.01270049816609186
c25_684F_713R_SACb,0.012536267586357914
