id,dam,sire,birth_year,gender
gp*108,NA,NA,0,unknown
gp*23,NA,NA,0,unknown
gp*24,NA,NA,0,unknown
gp#25,NA,NA,2,unknown
gp#150,NA,NA,2,unknown
gp*80,NA,NA,0,unknown
gp#49,NA,NA,2,unknown
gp#176,NA,NA,2,unknown
gp*39,NA,NA,0,unknown
gp#35,NA,NA,2,unknown
gp*173,NA,NA,0,unknown
gp#175,NA,NA,2,unknown
gp*53,NA,NA,0,unknown
gp*120,NA,NA,0,unknown
gp#156,NA,NA,2,unknown
gp#121,NA,NA,2,unknown
gp*179,NA,NA,0,unknown
gp#187,NA,NA,2,unknown
gp*126,NA,NA,0,unknown
gp#61,NA,NA,2,unknown
gp#199,NA,NA,2,unknown
gp#129,NA,NA,2,unknown
gp#147,NA,NA,2,unknown
gp*75,NA,NA,0,unknown
gp#83,NA,NA,2,unknown
gp#69,NA,NA,2,unknown
gp*97,NA,NA,0,unknown
gp#30,NA,NA,2,unknown
gp#79,NA,NA,2,unknown
gp*160,NA,NA,0,unknown
gp#155,NA,NA,2,unknown
gp*121,NA,NA,0,unknown
gp#123,NA,NA,2,unknown
gp*59,NA,NA,0,unknown
gp#132,NA,NA,2,unknown
gp#55,NA,NA,2,unknown
gp*100,NA,NA,0,unknown
gp#99,NA,NA,2,unknown
gp#97,NA,NA,2,unknown
gp*31,NA,NA,0,unknown
gp*51,NA,NA,0,unknown
gp#45,NA,NA,2,unknown
gp*102,NA,NA,0,unknown
gp*36,NA,NA,0,unknown
gp#33,NA,NA,2,unknown
gp*65,NA,NA,0,unknown
gp*49,NA,NA,0,unknown
gp*117,NA,NA,0,unknown
gp#116,NA,NA,2,unknown
gp*81,NA,NA,0,unknown
gp#74,NA,NA,2,unknown
gp#162,NA,NA,2,unknown
gp#114,NA,NA,2,unknown
gp*156,NA,NA,0,unknown
gp#93,NA,NA,2,unknown
gp*103,NA,NA,0,unknown
gp#34,NA,NA,2,unknown
gp*135,NA,NA,0,unknown
gp*38,NA,NA,0,unknown
gp*159,NA,NA,0,unknown
gp*56,NA,NA,0,unknown
gp#108,NA,NA,2,unknown
gp#51,NA,NA,2,unknown
gp*41,NA,NA,0,unknown
gp#60,NA,NA,2,unknown
gp#36,NA,NA,2,unknown
gp*113,NA,NA,0,unknown
gp#122,NA,NA,2,unknown
gp*78,NA,NA,0,unknown
gp#72,NA,NA,2,unknown
gp*146,NA,NA,0,unknown
gp#195,NA,NA,2,unknown
gp*67,NA,NA,0,unknown
gp*43,NA,NA,0,unknown
gp#38,NA,NA,2,unknown
gp*57,NA,NA,0,unknown
gp#37,NA,NA,2,unknown
gp*42,NA,NA,0,unknown
gp*170,NA,NA,0,unknown
gp#80,NA,NA,2,unknown
gp*137,NA,NA,0,unknown
gp#148,NA,NA,2,unknown
gp#194,NA,NA,2,unknown
gp#184,NA,NA,2,unknown
gp#142,NA,NA,2,unknown
gp*76,NA,NA,0,unknown
gp#198,NA,NA,2,unknown
gp*69,NA,NA,0,unknown
gp#62,NA,NA,2,unknown
gp*136,NA,NA,0,unknown
gp#140,NA,NA,2,unknown
gp*139,NA,NA,0,unknown
gp#168,NA,NA,2,unknown
gp#50,NA,NA,2,unknown
gp*114,NA,NA,0,unknown
gp#113,NA,NA,2,unknown
gp*50,NA,NA,0,unknown
gp#44,NA,NA,2,unknown
gp*54,NA,NA,0,unknown
gp*152,NA,NA,0,unknown
gp*163,NA,NA,0,unknown
gp#134,NA,NA,2,unknown
gp#173,NA,NA,2,unknown
gp*131,NA,NA,0,unknown
gp#141,NA,NA,2,unknown
gp#158,NA,NA,2,unknown
gp*58,NA,NA,0,unknown
gp#53,NA,NA,2,unknown
gp*148,NA,NA,0,unknown
gp#124,NA,NA,2,unknown
gp*150,NA,NA,0,unknown
gp*144,NA,NA,0,unknown
gp#193,NA,NA,2,unknown
gp#145,NA,NA,2,unknown
gp*63,NA,NA,0,unknown
gp#58,NA,NA,2,unknown
gp*95,NA,NA,0,unknown
gp#106,NA,NA,2,unknown
gp#92,NA,NA,2,unknown
gp#105,NA,NA,2,unknown
gp*77,NA,NA,0,unknown
gp#70,NA,NA,2,unknown
gp#179,NA,NA,2,unknown
gp*180,NA,NA,0,unknown
gp#185,NA,NA,2,unknown
gp*111,NA,NA,0,unknown
gp#111,NA,NA,2,unknown
gp*84,NA,NA,0,unknown
gp#78,NA,NA,2,unknown
gp*189,NA,NA,0,unknown
gp#192,NA,NA,2,unknown
gp*161,NA,NA,0,unknown
gp*128,NA,NA,0,unknown
gp#107,NA,NA,2,unknown
gp*92,NA,NA,0,unknown
gp#88,NA,NA,2,unknown
gp#183,NA,NA,2,unknown
gp#137,NA,NA,2,unknown
gp*86,NA,NA,0,unknown
gp#81,NA,NA,2,unknown
gp*132,NA,NA,0,unknown
gp*91,NA,NA,0,unknown
gp*116,NA,NA,0,unknown
gp#143,NA,NA,2,unknown
gp#115,NA,NA,2,unknown
gp*133,NA,NA,0,unknown
gp#138,NA,NA,2,unknown
gp*89,NA,NA,0,unknown
gp#84,NA,NA,2,unknown
gp*138,NA,NA,0,unknown
gp*142,NA,NA,0,unknown
gp#149,NA,NA,2,unknown
gp*169,NA,NA,0,unknown
gp#171,NA,NA,2,unknown
