OffspID,Dam,Sire,DamOrigin,SireOrigin,DamNatalPop,SireNatalPop
Uts_12_0y_223,usF2011,Uts_11A_040,NA,local,NA,TenoMainstem
Uts_12_0y_224,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_225,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_226,Uts_11A_039,Uts_11A_040,local,local,TenoMainstem,TenoMainstem
Uts_12_0y_227,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_228,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_229,usF2011,Uts_11A_017,NA,local,NA,TenoMainstem
Uts_12_0y_230,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_231,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_232,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_233,usF2011,Uts_11A_025,NA,local,NA,TenoMainstem
Uts_12_0y_234,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_235,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_236,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_237,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_238,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_239,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_240,usF2011,Uts_11A_051,NA,local,NA,TenoMainstem
Uts_12_0y_241,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_242,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_243,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_244,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_245,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_246,usF2011,Uts_11A_012,NA,local,NA,TenoMainstem
Uts_12_0y_247,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_248,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_249,Uts_11A_022,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_250,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_251,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_252,Uts_11A_028,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_253,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_254,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_255,Uts_11A_028,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_256,Uts_11A_028,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_257,usF2011,Uts_11A_012,NA,local,NA,TenoMainstem
Uts_12_0y_258,usF2011,Uts_11A_043,NA,local,NA,TenoMainstem
Uts_12_0y_259,Uts_11A_028,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_260,Uts_11A_028,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_261,usF2011,NA,NA,NA,NA,NA
Uts_12_0y_262,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_263,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_264,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_265,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_266,Uts_11A_029,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_267,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_268,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_269,NA,usM2011,NA,NA,NA,NA
Uts_12_0y_270,Uts_11A_039,Uts_11A_018,local,local,TenoMainstem,TenoMainstem
Uts_12_0y_271,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_272,usF2011,Uts_11A_036,NA,local,NA,TenoMainstem
Uts_12_0y_273,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_274,Uts_11A_028,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_275,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_276,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_277,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_278,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_279,usF2011,Uts_11A_040,NA,local,NA,TenoMainstem
Uts_12_0y_280,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_281,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_282,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_283,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_284,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_285,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_286,usF2011,Uts_11A_012,NA,local,NA,TenoMainstem
Uts_12_0y_287,usF2011,Uts_11A_018,NA,local,NA,TenoMainstem
Uts_12_0y_288,usF2011,Uts_11A_020,NA,local,NA,TenoMainstem
Uts_12_0y_289,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_290,NA,Uts_11A_036,NA,local,NA,TenoMainstem
Uts_12_0y_291,usF2011,Uts_11A_036,NA,local,NA,TenoMainstem
Uts_12_0y_292,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_293,Uts_11A_028,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_294,Uts_11A_028,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_295,usF2011,Uts_11A_040,NA,local,NA,TenoMainstem
Uts_12_0y_296,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_297,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_298,NA,usM2011,NA,NA,NA,NA
Uts_12_0y_299,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_300,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_301,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_302,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_303,Uts_11A_022,Uts_11A_026,local,local,TenoMainstem,TenoMainstem
Uts_12_0y_304,usF2011,Uts_11A_017,NA,local,NA,TenoMainstem
Uts_12_0y_305,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_306,usF2011,Uts_11A_036,NA,local,NA,TenoMainstem
Uts_12_0y_307,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_308,Uts_11A_037,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_309,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_310,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_311,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_312,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_313,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_314,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_315,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_316,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_317,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_318,Uts_11A_037,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_319,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_320,Uts_11A_039,Uts_11A_036,local,local,TenoMainstem,TenoMainstem
Uts_12_0y_321,usF2011,NA,NA,NA,NA,NA
Uts_12_0y_322,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_323,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_324,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_325,usF2011,Uts_11A_040,NA,local,NA,TenoMainstem
Uts_12_0y_326,Uts_11A_029,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_327,Uts_11A_039,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_328,Uts_11A_029,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_329,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_330,usF2011,Uts_11A_040,NA,local,NA,TenoMainstem
Uts_12_0y_331,usF2011,Uts_11A_026,NA,local,NA,TenoMainstem
Uts_12_0y_332,usF2011,Uts_11A_012,NA,local,NA,TenoMainstem
Uts_12_0y_333,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_334,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_335,usF2011,Uts_11A_036,NA,local,NA,TenoMainstem
Uts_12_0y_336,Uts_11A_039,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_337,usF2011,NA,NA,NA,NA,NA
Uts_12_0y_338,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_339,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_340,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_341,usF2011,Uts_11A_036,NA,local,NA,TenoMainstem
Uts_12_0y_342,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_343,usF2011,Uts_11A_012,NA,local,NA,TenoMainstem
Uts_12_0y_344,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_345,usF2011,Uts_11A_017,NA,local,NA,TenoMainstem
Uts_12_0y_346,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_347,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_348,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_349,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_350,usF2011,Uts_11A_040,NA,local,NA,TenoMainstem
Uts_12_0y_351,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_352,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_353,Uts_11A_022,Uts_11A_026,local,local,TenoMainstem,TenoMainstem
Uts_12_0y_354,Uts_11A_037,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_355,usF2011,Uts_11A_012,NA,local,NA,TenoMainstem
Uts_12_0y_356,usF2011,Uts_11A_026,NA,local,NA,TenoMainstem
Uts_12_0y_357,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_358,usF2011,Uts_11A_009,NA,disperser,NA,Gossjohka
Uts_12_0y_359,Uts_11A_053,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_360,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_361,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_362,usF2011,Uts_11A_026,NA,local,NA,TenoMainstem
Uts_12_0y_363,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_364,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_365,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_366,usF2011,Uts_11A_040,NA,local,NA,TenoMainstem
Uts_12_0y_367,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_368,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_369,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_370,Uts_11A_029,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_371,Uts_11A_022,Uts_11A_026,local,local,TenoMainstem,TenoMainstem
Uts_12_0y_372,Uts_11A_039,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_373,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_374,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_375,usF2011,NA,NA,NA,NA,NA
Uts_12_0y_376,Uts_11A_037,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_377,Uts_11A_029,Uts_11A_036,local,local,TenoMainstem,TenoMainstem
Uts_12_0y_378,usF2011,Uts_11A_040,NA,local,NA,TenoMainstem
Uts_12_0y_379,Uts_11A_029,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_380,usF2011,Uts_11A_040,NA,local,NA,TenoMainstem
Uts_12_0y_381,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_382,usF2011,Uts_11A_040,NA,local,NA,TenoMainstem
Uts_12_0y_383,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_384,Uts_11A_029,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_385,usF2011,Uts_11A_036,NA,local,NA,TenoMainstem
Uts_12_0y_386,Uts_11A_022,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_387,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_388,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_389,usF2011,NA,NA,NA,NA,NA
Uts_12_0y_390,Uts_11A_029,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_391,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_392,Uts_11A_037,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_393,usF2011,NA,NA,NA,NA,NA
Uts_12_0y_394,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_395,usF2011,NA,NA,NA,NA,NA
Uts_12_0y_396,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_397,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_398,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_399,Uts_11A_022,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_400,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_401,usF2011,NA,NA,NA,NA,NA
Uts_12_0y_402,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_403,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_404,Uts_11A_029,Uts_11A_036,local,local,TenoMainstem,TenoMainstem
Uts_12_0y_405,Uts_11A_039,Uts_11A_018,local,local,TenoMainstem,TenoMainstem
Uts_12_0y_406,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_407,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_408,NA,usM2011,NA,NA,NA,NA
Uts_12_0y_409,Uts_11A_022,Uts_11A_026,local,local,TenoMainstem,TenoMainstem
Uts_12_0y_410,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_411,usF2011,NA,NA,NA,NA,NA
Uts_12_0y_412,Uts_11A_022,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_413,Uts_11A_022,Uts_11A_026,local,local,TenoMainstem,TenoMainstem
Uts_12_0y_414,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_415,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_416,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_417,usF2011,Uts_11A_036,NA,local,NA,TenoMainstem
Uts_12_0y_418,Uts_11A_022,Uts_11A_026,local,local,TenoMainstem,TenoMainstem
Uts_12_0y_419,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_420,usF2011,Uts_11A_040,NA,local,NA,TenoMainstem
Uts_12_0y_421,usF2011,NA,NA,NA,NA,NA
Uts_12_0y_422,usF2011,Uts_11A_026,NA,local,NA,TenoMainstem
Uts_12_0y_423,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_424,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_425,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_426,usF2011,Uts_11A_017,NA,local,NA,TenoMainstem
Uts_12_0y_427,usF2011,Uts_11A_043,NA,local,NA,TenoMainstem
Uts_12_0y_428,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_429,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_430,usF2011,Uts_11A_040,NA,local,NA,TenoMainstem
Uts_12_0y_431,usF2011,Uts_11A_040,NA,local,NA,TenoMainstem
Uts_12_0y_432,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_433,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_434,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_435,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_436,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_437,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_438,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_439,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_440,Uts_11A_022,Uts_11A_002,local,local,TenoMainstem,TenoMainstem
Uts_12_0y_441,usF2011,Uts_11A_036,NA,local,NA,TenoMainstem
Uts_12_0y_442,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_443,NA,usM2011,NA,NA,NA,NA
Uts_12_0y_444,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_445,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_446,usF2011,Uts_11A_017,NA,local,NA,TenoMainstem
Uts_12_0y_447,usF2011,Uts_11A_036,NA,local,NA,TenoMainstem
Uts_12_0y_448,usF2011,NA,NA,NA,NA,NA
Uts_12_0y_449,usF2011,Uts_11A_017,NA,local,NA,TenoMainstem
Uts_12_0y_450,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_451,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_452,Uts_11A_037,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_453,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_454,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_455,Uts_11A_029,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_456,usF2011,Uts_11A_016,NA,local,NA,TenoMainstem
Uts_12_0y_457,Uts_11A_029,Uts_11A_036,local,local,TenoMainstem,TenoMainstem
Uts_12_0y_458,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_459,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_460,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_461,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_462,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_463,Uts_11A_022,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_464,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_465,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_466,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_467,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_468,Uts_11A_037,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_469,Uts_11A_029,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_470,Uts_11A_029,Uts_11A_017,local,local,TenoMainstem,TenoMainstem
Uts_12_0y_471,Uts_11A_022,NA,local,NA,TenoMainstem,NA
Uts_12_0y_472,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_473,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_474,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_475,NA,usM2011,NA,NA,NA,NA
Uts_12_0y_476,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_477,usF2011,Uts_11A_040,NA,local,NA,TenoMainstem
Uts_12_0y_478,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_479,usF2011,Uts_11A_040,NA,local,NA,TenoMainstem
Uts_12_0y_480,Uts_11A_029,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_481,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_482,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_483,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_484,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_485,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_486,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_487,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_488,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_489,Uts_11A_022,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_490,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_491,usF2011,Uts_11A_043,NA,local,NA,TenoMainstem
Uts_12_0y_492,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_493,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_494,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_495,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_496,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_497,Uts_11A_053,Uts_11A_015,local,local,TenoMainstem,TenoMainstem
Uts_12_0y_498,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_499,Uts_11A_039,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_500,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_501,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_502,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_503,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_504,NA,usM2011,NA,NA,NA,NA
Uts_12_0y_505,usF2011,Uts_11A_043,NA,local,NA,TenoMainstem
Uts_12_0y_506,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_507,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_508,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_509,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_510,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_511,Uts_11A_022,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_512,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_513,NA,usM2011,NA,NA,NA,NA
Uts_12_0y_514,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_515,usF2011,NA,NA,NA,NA,NA
Uts_12_0y_516,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_517,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_518,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_519,usF2011,NA,NA,NA,NA,NA
Uts_12_0y_520,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_521,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_522,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_523,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_524,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_525,Uts_11A_037,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_526,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_527,usF2011,Uts_11A_048,NA,local,NA,TenoMainstem
Uts_12_0y_528,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_529,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_530,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_531,usF2011,Uts_11A_026,NA,local,NA,TenoMainstem
Uts_12_0y_532,Uts_11A_037,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_533,usF2011,Uts_11A_049,NA,local,NA,TenoMainstem
Uts_12_0y_534,usF2011,Uts_11A_018,NA,local,NA,TenoMainstem
Uts_12_0y_535,Uts_11A_029,Uts_11A_036,local,local,TenoMainstem,TenoMainstem
Uts_12_0y_536,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_537,usF2011,Uts_11A_040,NA,local,NA,TenoMainstem
Uts_12_0y_538,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_539,usF2011,NA,NA,NA,NA,NA
Uts_12_0y_540,NA,usM2011,NA,NA,NA,NA
Uts_12_0y_541,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_542,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_543,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_544,usF2011,Uts_11A_009,NA,disperser,NA,Gossjohka
Uts_12_0y_545,usF2011,NA,NA,NA,NA,NA
Uts_12_0y_546,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_547,usF2011,NA,NA,NA,NA,NA
Uts_12_0y_548,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_549,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_550,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_551,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_552,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_553,usF2011,Uts_11A_007,NA,local,NA,TenoMainstem
Uts_12_0y_554,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_555,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_556,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_557,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_558,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_559,usF2011,Uts_11A_006,NA,local,NA,TenoMainstem
Uts_12_0y_560,usF2011,Uts_11A_036,NA,local,NA,TenoMainstem
Uts_12_0y_561,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_562,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_563,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_564,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_565,NA,usM2011,NA,NA,NA,NA
Uts_12_0y_566,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_567,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_568,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_569,usF2011,Uts_11A_006,NA,local,NA,TenoMainstem
Uts_12_0y_570,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_571,Uts_11A_052,Uts_11A_006,local,local,TenoMainstem,TenoMainstem
Uts_12_0y_572,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_573,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_574,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_575,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_576,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_577,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_578,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_579,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_580,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_581,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_582,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_583,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_584,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_585,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_586,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_587,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_588,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_589,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_590,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_591,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_592,usF2011,Uts_11A_014,NA,local,NA,TenoMainstem
Uts_12_0y_593,Uts_11A_052,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_594,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_595,Uts_11A_053,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_596,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_597,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_598,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_599,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_600,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_601,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_602,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_603,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_604,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_605,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_606,Uts_11A_052,usM2011,local,NA,TenoMainstem,NA
Uts_12_0y_607,usF2011,NA,NA,NA,NA,NA
Uts_12_0y_608,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_609,NA,Uts_11A_026,NA,local,NA,TenoMainstem
Uts_12_0y_610,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_611,usF2011,usM2011,NA,NA,NA,NA
Uts_12_0y_612,usF2011,usM2011,NA,NA,NA,NA
