ID,run,proportion_NA
Uts_16_0y_0233,20190619N,0.3465909090909091
Uts_16_0y_0251,20190619N,0.8579545454545454
Uts_16_0y_0254,20190619N,0.9829545454545454
Uts_16_0y_0259,20190619N,1.0
Uts_16_0y_0272,20190619N,0.2727272727272727
Uts_16_0y_0288,20190619N,0.3977272727272727
Uts_16_0y_0294,20190619N,0.8806818181818182
Uts_16_0y_0366,20190619N,0.4147727272727273
Uts_16_0y_0402,20190619N,0.5113636363636364
Uts_16_0y_0427,20190619N,0.9147727272727273
Uts_16_0y_0428,20190619N,0.8806818181818182
Uts_16_0y_0431,20190619N,0.9034090909090909
Uts_16_0y_0432,20190619N,0.875
Uts_16_0y_0434,20190619N,0.7102272727272727
Uts_16_0y_0584,20190619N,0.9715909090909091
Uts_16_0y_0585,20190619N,0.9545454545454546
Uts_16_0y_0587,20190619N,0.9375
Uts_16_0y_0738,20190619N,0.7102272727272727
Uts_16_0y_0823,20190619N,0.4715909090909091
Uts_16_0y_0888,20190619N,0.3181818181818182
Uts_16_0y_0952,20190619N,0.8068181818181818
Uts_16_0y_1033,20190619N,1.0
Uts_16_0y_1045,20190619N,0.8238636363636364
Uts_16_0y_1074,20190619N,0.5284090909090909
Uts_16_0y_1075,20190619N,0.9772727272727273
Uts_16_0y_1076,20190619N,0.9772727272727273
Uts_16_0y_1077,20190619N,0.9829545454545454
Uts_16_0y_1078,20190619N,0.9886363636363636
Uts_16_0y_1079,20190619N,0.9829545454545454
Uts_16_0y_1080,20190619N,0.9943181818181818
Uts_16_0y_1081,20190619N,0.9886363636363636
Uts_16_0y_1082,20190619N,0.9886363636363636
Uts_16_0y_1083,20190619N,0.9886363636363636
Uts_16_0y_1084,20190619N,0.9943181818181818
Uts_16_0y_1085,20190619N,0.9829545454545454
Uts_16_0y_1179,20190619N,0.4659090909090909
Uts_16_0y_1359,20190619N,0.5113636363636364
Uts_16_0y_1425,20190619N,0.9147727272727273
Uts_16_0y_1677,20190619N,1.0
Uts_16_0y_1685,20190619N,1.0
Uts_16_0y_1693,20190619N,1.0
Uts_16_0y_1698,20190619N,1.0
Uts_16_0y_1701,20190619N,1.0
Uts_16_0y_1708,20190619N,1.0
Uts_16_0y_1716,20190619N,1.0
Uts_16_0y_1724,20190619N,1.0
Uts_16_0y_1732,20190619N,1.0
Uts_16_0y_1735,20190619N,0.5738636363636364
Uts_16_0y_1746,20190619N,1.0
Uts_16_0y_1754,20190619N,1.0
Uts_16_0y_1762,20190619N,1.0
Uts_16_0y_1783,20190619N,0.8636363636363636
Uts_16_0y_1977,20190619N,0.9318181818181818
Uts_16_0y_2028,20190619N,0.9886363636363636
Uts_16_0y_2044,20190619N,0.6818181818181818
Uts_16_1y_0010,20190619N,0.4602272727272727
Uts_16_1y_0080,20190619N,1.0
Uts_16_1y_0088,20190619N,0.48863636363636365
Uts_16_1y_0150,20190619N,0.9772727272727273
Uts_16_1y_0161,20190619N,0.5284090909090909
Uts_16_1y_0186,20190619N,0.6818181818181818
Uts_16_1y_0253,20190619N,0.4772727272727273
Uts_16_1y_0285,20190619N,0.9829545454545454
Uts_17_0y_0014,20190416,0.29545454545454547
Uts_17_0y_0080,20190416,0.2159090909090909
Uts_17_0y_0083,20190416,0.6420454545454546
Uts_17_0y_0085,20190416,0.25
Uts_17_0y_0093,20190416,0.9829545454545454
Uts_17_0y_0125,20190416,0.3409090909090909
Uts_17_0y_0151,20190416,0.25
Uts_17_0y_0157,20190416,0.9715909090909091
Uts_17_0y_0159,20190416,0.9090909090909091
Uts_17_0y_0160,20190416,0.25
Uts_17_0y_0161,20190416,0.6363636363636364
Uts_17_0y_0163,20190416,0.2159090909090909
Uts_17_0y_0173,20190416,1.0
Uts_17_0y_0187,20190416,0.5681818181818182
Uts_17_0y_0204,20190416,0.32386363636363635
Uts_17_0y_0205,20190416,0.5056818181818182
Uts_17_0y_0210,20190416,0.2727272727272727
Uts_17_0y_0213,20190416,0.26136363636363635
Uts_17_0y_0219,20190416,0.9431818181818182
Uts_17_0y_0220,20190416,0.7329545454545454
Uts_17_0y_0221,20190416,1.0
Uts_17_0y_0224,20190416,0.9943181818181818
Uts_17_0y_0229,20190416,0.7159090909090909
Uts_17_0y_0230,20190416,0.2727272727272727
Uts_17_0y_0231,20190416,0.32954545454545453
Uts_17_0y_0235,20190416,0.29545454545454547
Uts_17_0y_0236,20190416,0.23295454545454544
Uts_17_0y_0237,20190416,0.7045454545454546
Uts_17_0y_0238,20190416,0.9147727272727273
Uts_17_0y_0242,20190416,0.30113636363636365
Uts_17_0y_0243,20190416,0.3693181818181818
Uts_17_0y_0246,20190416,0.38636363636363635
Uts_17_0y_0247,20190416,0.375
Uts_17_0y_0253,20190416,0.2727272727272727
Uts_17_0y_0260,20190416,0.4431818181818182
Uts_17_0y_0262,20190416,0.4715909090909091
Uts_17_0y_0279,20190416,0.6761363636363636
Uts_17_0y_0320,20190416,0.26704545454545453
Uts_17_0y_0375,20190416,1.0
Uts_17_0y_0411,20190416,0.5056818181818182
Uts_17_0y_0412,20190416,0.5795454545454546
Uts_17_0y_0413,20190416,0.42045454545454547
Uts_17_0y_0414,20190416,0.26704545454545453
Uts_17_0y_0415,20190416,0.3352272727272727
Uts_17_0y_0416,20190416,0.6761363636363636
Uts_17_0y_0417,20190416,0.75
Uts_17_0y_0418,20190416,0.7613636363636364
Uts_17_0y_0466,20190208R,0.2784090909090909
Uts_17_0y_0476,20190208R,0.9943181818181818
Uts_17_0y_0481,20190208R,0.3409090909090909
Uts_17_0y_0484,20190208R,0.4090909090909091
Uts_17_0y_0485,20190208R,0.26136363636363635
Uts_17_0y_0490,20190208R,0.3693181818181818
Uts_17_0y_0491,20190208R,0.36363636363636365
Uts_17_0y_0492,20190208R,0.3181818181818182
Uts_17_0y_0493,20190208R,0.3181818181818182
Uts_17_0y_0494,20190208R,0.2784090909090909
Uts_17_0y_0499,20190208R,0.22727272727272727
Uts_17_0y_0501,20190208R,0.25
Uts_17_0y_0502,20190208R,0.23295454545454544
Uts_17_0y_0506,20190208R,0.26136363636363635
Uts_17_0y_0507,20190208R,0.5056818181818182
Uts_17_0y_0508,20190208R,0.39204545454545453
Uts_17_0y_0511,20190208R,0.2215909090909091
Uts_17_0y_0512,20190208R,0.4034090909090909
Uts_17_0y_0513,20190208R,0.2727272727272727
Uts_17_0y_0514,20190208R,0.25
Uts_17_0y_0515,20190208R,0.30113636363636365
Uts_17_0y_0520,20190208R,0.30113636363636365
Uts_17_0y_0521,20190208R,0.32954545454545453
Uts_17_0y_0523,20190208R,0.32954545454545453
Uts_17_0y_0524,20190208R,0.26136363636363635
Uts_17_0y_0525,20190208R,0.375
Uts_17_0y_0526,20190208R,0.2215909090909091
Uts_17_0y_0531,20190208R,0.25
Uts_17_0y_0532,20190208R,0.4090909090909091
Uts_17_0y_0533,20190208R,0.26136363636363635
Uts_17_0y_0668,20190416,0.23863636363636365
Uts_17_0y_0693,20190416,0.32954545454545453
Uts_17_0y_0719,20190416,0.3693181818181818
Uts_17_0y_0728,20190416,0.26704545454545453
Uts_17_0y_0737,20190416,0.4943181818181818
Uts_17_0y_0739,20190416,0.4375
Uts_17_0y_0743,20190416,0.3465909090909091
Uts_17_0y_0749,20190416,0.2556818181818182
Uts_17_0y_0756,20190416,0.39204545454545453
Uts_17_0y_0758,20190416,0.4659090909090909
Uts_17_0y_0855,20190208R,0.23863636363636365
Uts_17_0y_0889,20190208R,0.375
Uts_17_0y_0890,20190208R,0.2159090909090909
Uts_17_0y_0891,20190208R,0.32386363636363635
Uts_17_0y_0895,20190208R,0.4318181818181818
Uts_17_0y_0906,20190208R,0.25
Uts_17_0y_0921,20190208R,0.2727272727272727
Uts_17_0y_1023,20190416,0.9545454545454546
Uts_17_0y_1034,20190416,0.42613636363636365
Uts_17_0y_1042,20190416,0.3806818181818182
Uts_17_0y_1045,20190416,0.3465909090909091
Uts_17_0y_1056,20190416,0.32954545454545453
Uts_17_0y_1058,20190416,0.24431818181818182
Uts_17_0y_1066,20190416,0.25
Uts_17_0y_1068,20190416,0.32386363636363635
Uts_17_0y_1073,20190416,0.36363636363636365
Uts_17_0y_1074,20190416,0.3352272727272727
Uts_17_0y_1077,20190416,0.22727272727272727
Uts_17_0y_1100,20190416,0.2159090909090909
Uts_17_0y_1190,20190416,0.36363636363636365
Uts_17_0y_1216,20190416,0.21022727272727273
Uts_17_0y_1332,20190416,0.30113636363636365
Uts_17_0y_1363,20190416,1.0
Uts_17_0y_1405,20190416,0.26704545454545453
Uts_17_0y_1412,20190416,0.9943181818181818
Uts_17_0y_1416,20190416,0.23863636363636365
Uts_17_0y_1443,20190416,0.2556818181818182
Uts_17_0y_1444,20190416,0.2727272727272727
Uts_17_0y_2004,20190416,0.2556818181818182
Uts_17_0y_2227,20190416,0.21022727272727273
Uts_17_0y_2256,20190416,0.625
Uts_17_0y_2287,20190416,0.23295454545454544
Uts_17_0y_2348,20190416,0.2159090909090909
Uts_17_0y_2355,20190416,0.32386363636363635
Uts_17_0y_2507,20190416,0.375
Uts_17_0y_2509,20190416,0.2215909090909091
Uts_17_0y_2512,20190416,0.21022727272727273
Uts_17_0y_2513,20190416,0.22727272727272727
Uts_17_0y_2516,20190416,0.2840909090909091
Uts_17_0y_2519,20190416,1.0
Uts_17_0y_2520,20190416,1.0
Uts_17_0y_2521,20190416,1.0
Uts_17_0y_2522,20190416,1.0
Uts_17_0y_2523,20190416,1.0
Uts_17_0y_2524,20190416,1.0
Uts_17_0y_2525,20190416,1.0
Uts_17_0y_2542,20190416,0.3806818181818182
Uts_17_0y_2543,20190416,0.20454545454545456
Uts_17_0y_2545,20190416,0.3125
Uts_17_0y_2547,20190416,0.5852272727272727
Uts_17_0y_2553,20190416,0.375
Uts_17_0y_2556,20190416,0.22727272727272727
Uts_17_0y_2567,20190416,0.5795454545454546
Uts_17_0y_2570,20190416,0.2215909090909091
Uts_17_0y_2619,20190416,0.2784090909090909
Uts_17_0y_2744,20190416,0.36363636363636365
Uts_17_0y_2768,20190416,0.5284090909090909
Uts_17_0y_2776,20190416,0.3693181818181818
Uts_17_0y_2778,20190416,0.32386363636363635
Uts_17_1y_0534,20190208R,0.44886363636363635
Uts_17_1y_0535,20190208R,0.3806818181818182
Uts_17_1y_0536,20190208R,0.21022727272727273
Uts_17_1y_0537,20190208R,0.3181818181818182
Uts_17_1y_0538,20190208R,0.23863636363636365
Uts_17_1y_0539,20190208R,0.23863636363636365
Uts_17_1y_0544,20190208R,0.2159090909090909
Uts_17_1y_0597,20190416,0.9943181818181818
Uts_17_1y_0780,20190416,0.4715909090909091
Uts_17_1y_1183,20190416,0.625
Uts_17_1y_1591,20190416,0.24431818181818182
Uts_17_1y_1760,20190416,1.0
Uts_17_1y_1865,20190416,0.30113636363636365
Uts_17_1y_1866,20190416,0.3409090909090909
Uts_17_1y_1867,20190416,1.0
Uts_17_1y_1875,20190416,0.24431818181818182
Uts_17_1y_1877,20190416,1.0
Uts_17_1y_1878,20190416,0.42045454545454547
Uts_17_1y_1879,20190416,0.9715909090909091
Uts_17_1y_1882,20190416,0.23863636363636365
Uts_17_1y_1893,20190416,0.2159090909090909
Uts_17_1y_1901,20190416,0.4090909090909091
Uts_17_1y_1902,20190416,0.3977272727272727
Uts_17_1y_1903,20190416,0.4147727272727273
Uts_17_1y_1905,20190416,0.20454545454545456
Uts_17_1y_1910,20190416,0.20454545454545456
Uts_17_1y_1911,20190416,0.6647727272727273
Uts_17_1y_1912,20190416,0.7102272727272727
Uts_17_1y_1913,20190416,0.21022727272727273
Uts_17_1y_1919,20190416,0.22727272727272727
Uts_17_1y_1920,20190416,0.3068181818181818
Uts_17_1y_1927,20190416,0.5681818181818182
Uts_17_1y_1933,20190416,0.6193181818181818
Uts_17_1y_1940,20190416,0.2840909090909091
Uts_17_1y_1943,20190416,0.7784090909090909
Uts_17_1y_1951,20190416,1.0
Uts_17_1y_2369,20190416,0.375
Uts_17_1y_2371,20190416,0.45454545454545453
Uts_17_1y_2381,20190416,0.3465909090909091
Uts_17_1y_2394,20190416,0.3125
Uts_17_1y_2419,20190416,0.20454545454545456
Uts_17_1y_2424,20190416,0.24431818181818182
Uts_17_1y_2431,20190416,0.26704545454545453
Uts_17_1y_2432,20190416,0.2556818181818182
Uts_17_1y_2446,20190416,0.3125
Uts_17_1y_2862,20190416,0.42045454545454547
Uts_17_1y_2865,20190416,0.20454545454545456
Uts_17_1y_2878,20190416,1.0
Uts_17_1y_2885,20190416,0.23863636363636365
Uts_17_2y_1776,20190416,0.2159090909090909
Uts_17_2y_2476,20190416,0.20454545454545456
Uts_17_2y_2910,20190416,0.4431818181818182
Uts_18_0y_0210,20200219N,0.44886363636363635
Uts_18_0y_0357,20200219N,0.32386363636363635
Uts_18_0y_0468,20200219N,0.2159090909090909
Uts_18_0y_0930,20200219N,0.30113636363636365
Uts_18_0y_0936,20200219N,1.0
Uts_18_0y_0946,20200219N,0.22727272727272727
Uts_18_0y_1237,20200219N,0.2159090909090909
Uts_18_0y_1423,20200316N,0.30113636363636365
Uts_18_0y_1498,20200316N,0.26136363636363635
Uts_18_0y_1503,20200316N,1.0
Uts_18_0y_1521,20200316N,0.42613636363636365
Uts_18_0y_1527,20200316N,0.25
Uts_18_0y_1531,20200316N,0.21022727272727273
Uts_18_0y_1558,20200316N,0.2556818181818182
Uts_18_0y_1611,20200316N,0.21022727272727273
Uts_18_0y_2296,20200406N,0.6079545454545454
Uts_18_0y_2350,20200316N,0.32386363636363635
Uts_18_0y_2371,20200316N,0.9772727272727273
Uts_18_0y_2394,20200316N,0.36363636363636365
Uts_18_1y_0163,20200219N,0.44886363636363635
Uts_18_1y_0235,20200219N,1.0
Uts_18_1y_0841,20200219N,0.2840909090909091
Uts_18_1y_1124,20200219N,0.23863636363636365
Uts_18_1y_1752,20200316N,0.23863636363636365
Uts_18_1y_1764,20200316N,0.9772727272727273
Uts_18_1y_2084,20200406N,1.0
Uts_18_1y_2325,20200406N,1.0
Uts_18_1y_2411,20200316N,0.3977272727272727
Uts_18_1y_2440,20200406N,0.5397727272727273
Uts_18_1y_2472,20200406N,1.0
Uts_18_2-3y_0169,20200219N,1.0
Uts_18_2-3y_0842,20200219N,0.2215909090909091
Uts_18_2-3y_0845,20200219N,0.23863636363636365
Uts_18_2-3y_1144,20200219N,0.21022727272727273
Uts_19_0y_0025,20200406N,0.3125
Uts_19_0y_0102,20200406N,0.21022727272727273
Uts_19_0y_0326,20200406N,0.7784090909090909
Uts_19_0y_0327,20200406N,0.75
Uts_19_0y_0328,20200406N,0.5795454545454546
Uts_19_0y_0329,20200406N,0.35795454545454547
Uts_19_0y_0330,20200406N,0.7215909090909091
Uts_19_0y_0331,20200406N,0.2556818181818182
Uts_19_0y_0332,20200406N,0.22727272727272727
Uts_19_0y_0427,20200406N,0.4147727272727273
Uts_19_0y_0428,20200406N,0.4943181818181818
Uts_19_0y_0429,20200406N,0.42045454545454547
Uts_19_0y_0430,20200406N,0.4431818181818182
Uts_19_0y_0431,20200406N,0.45454545454545453
Uts_19_0y_0432,20200406N,0.6931818181818182
Uts_19_0y_0433,20200406N,0.4943181818181818
Uts_19_0y_0434,20200406N,0.48295454545454547
Uts_19_0y_0465,20200406N,0.8409090909090909
Uts_19_0y_0670,20200406N,0.7897727272727273
Uts_19_0y_0677,20200406N,0.5795454545454546
Uts_19_0y_0715,20200406N,1.0
Uts_19_0y_0947,20200406N,0.3977272727272727
Uts_19_0y_1010,20200406N,0.2897727272727273
Uts_19_0y_1073,20200406N,0.7045454545454546
Uts_19_0y_1080,20200406N,0.5795454545454546
Uts_19_0y_1117,20200406N,1.0
