ID,run,proportion_NA
Uts_19_0y_1139,20200406N,1.0
Uts_19_0y_1147,20200406N,1.0
Uts_19_0y_1149,20200406N,0.26136363636363635
Uts_19_0y_1155,20200406N,1.0
Uts_19_0y_1163,20200406N,1.0
Uts_19_0y_1171,20200406N,1.0
Uts_19_0y_1178,20200406N,1.0
Uts_19_0y_1186,20200406N,1.0
Uts_19_0y_1194,20200406N,1.0
Uts_19_0y_1202,20200406N,1.0
Uts_19_0y_1488,20200406N,0.29545454545454547
Uts_19_0y_1512,20200406N,0.5909090909090909
Uts_19_0y_1953,20200406N,0.7670454545454546
Uts_19_0y_2112,20200406N,0.4090909090909091
Uts_19_0y_2120,20200406N,0.9204545454545454
Uts_19_0y_2125,20200406N,0.24431818181818182
Uts_19_0y_2133,20200406N,0.23863636363636365
Uts_19_1y_0032,20200406N,0.23863636363636365
Uts_19_1y_0156,20200406N,0.4659090909090909
Uts_19_1y_0157,20200406N,0.6306818181818182
Uts_19_1y_0158,20200406N,0.45454545454545453
Uts_19_1y_1125,20200406N,1.0
Uts_19_1y_1914,20200406N,0.875
Uts_19_2-3y_0909,20200406N,0.2784090909090909
Uts_19_2-3y_1769,20200406N,0.9886363636363636
