id,dam,sire,birth_year,gender
UTS_17_0y_2837,*138,#21,2,male
UTS_17_0y_2840,*138,#21,2,female
UTS_17_0y_0284,*138,#21,2,male
UTS_17_0y_0316,*138,#21,2,female
UTS_17_0y_0442,*138,#21,2,female
UTS_17_0y_0725,*138,#21,2,male
UTS_17_0y_0759,*138,#21,2,female
UTS_17_0y_1715,*243,#18,2,male
UTS_17_0y_1133,UTS_16A_007,#27,2,male
UTS_17_0y_1381,UTS_16A_007,#27,2,female
UTS_17_0y_2278,UTS_16A_007,#27,2,male
UTS_17_0y_2665,UTS_16A_007,#27,2,female
UTS_17_0y_2752,UTS_16A_007,#27,2,male
UTS_17_0y_0188,UTS_16A_007,#27,2,male
UTS_17_0y_1378,UTS_16A_007,#12,2,female
UTS_17_0y_1506,UTS_16A_007,#12,2,male
UTS_17_0y_1790,UTS_16A_007,#12,2,female
UTS_17_0y_2628,UTS_16A_007,#12,2,female
UTS_17_0y_2842,UTS_16A_007,#12,2,female
UTS_17_0y_0213,UTS_16A_007,#12,2,male
UTS_17_0y_0223,UTS_16A_007,#12,2,male
UTS_17_0y_0241,UTS_16A_007,#12,2,male
UTS_17_0y_0315,UTS_16A_007,#12,2,male
UTS_17_0y_0425,UTS_16A_007,#12,2,male
UTS_17_0y_0443,UTS_16A_007,#12,2,male
UTS_17_0y_0969,UTS_16A_007,#17,2,male
UTS_17_0y_2602,UTS_16A_007,#17,2,female
UTS_17_0y_0387,UTS_16A_007,#17,2,male
UTS_17_0y_0434,UTS_16A_007,#17,2,male
UTS_17_0y_1427,UTS_16A_007,UTS_16A_096,2,male
UTS_17_0y_2713,UTS_16A_007,UTS_16A_096,2,male
UTS_17_0y_2722,UTS_16A_007,UTS_16A_096,2,female
UTS_17_0y_0452,UTS_16A_007,UTS_16A_096,2,male
UTS_17_0y_1356,UTS_16A_007,#115,2,male
UTS_17_0y_1365,UTS_16A_007,#115,2,male
UTS_17_0y_1417,UTS_16A_007,#115,2,male
UTS_17_0y_1459,UTS_16A_007,#115,2,female
UTS_17_0y_1495,UTS_16A_007,#115,2,female
UTS_17_0y_1498,UTS_16A_007,#115,2,female
UTS_17_0y_1573,UTS_16A_007,#115,2,female
UTS_17_0y_1833,UTS_16A_007,#115,2,male
UTS_17_0y_2557,UTS_16A_007,#115,2,male
UTS_17_0y_2584,UTS_16A_007,#115,2,female
UTS_17_0y_2740,UTS_16A_007,#115,2,female
UTS_17_0y_2769,UTS_16A_007,#115,2,male
UTS_17_0y_0206,UTS_16A_007,#115,2,female
UTS_17_0y_0222,UTS_16A_007,#115,2,female
UTS_17_0y_0225,UTS_16A_007,#115,2,female
UTS_17_0y_0269,UTS_16A_007,#115,2,male
UTS_17_0y_0295,UTS_16A_007,#115,2,male
UTS_17_0y_0329,UTS_16A_007,#115,2,male
UTS_17_0y_0355,UTS_16A_007,#115,2,female
UTS_17_0y_0406,UTS_16A_007,#115,2,female
UTS_17_0y_0428,UTS_16A_007,#115,2,male
UTS_17_0y_0454,UTS_16A_007,#115,2,male
UTS_17_0y_1318,*131,#1,2,female
UTS_17_0y_1350,*131,#1,2,male
UTS_17_0y_1472,*131,#1,2,female
UTS_17_0y_2074,*131,#1,2,female
UTS_17_0y_2679,*391,#115,2,male
UTS_17_0y_2356,*340,#12,2,male
UTS_17_0y_0952,UTS_16A_114,#1,2,male
UTS_17_0y_0953,UTS_16A_114,#1,2,male
UTS_17_0y_1041,UTS_16A_114,#15,2,male
UTS_17_0y_1455,UTS_16A_114,#15,2,female
UTS_17_0y_0087,UTS_16A_114,#143,2,female
UTS_17_0y_0948,UTS_16A_114,#12,2,female
UTS_17_0y_0982,UTS_16A_114,#12,2,female
UTS_17_0y_1721,UTS_16A_114,#12,2,female
UTS_17_0y_2577,UTS_16A_114,#12,2,male
UTS_17_0y_2779,UTS_16A_114,#12,2,female
UTS_17_0y_2819,UTS_16A_114,#12,2,female
UTS_17_0y_0297,UTS_16A_114,#12,2,male
UTS_17_0y_0691,UTS_16A_114,#12,2,female
UTS_17_0y_1424,*153,UTS_16A_096,2,female
UTS_17_0y_2529,*379,#12,2,female
UTS_17_0y_0974,UTS_16A_113,#1,2,female
UTS_17_0y_1008,UTS_16A_113,#1,2,male
UTS_17_0y_1013,UTS_16A_113,#1,2,female
UTS_17_0y_1085,UTS_16A_113,#1,2,male
UTS_17_0y_1526,UTS_16A_113,#1,2,female
UTS_17_0y_1538,UTS_16A_113,#1,2,female
UTS_17_0y_2638,UTS_16A_113,#1,2,female
UTS_17_0y_0388,UTS_16A_113,#1,2,female
UTS_17_0y_0763,UTS_16A_113,#1,2,female
UTS_17_0y_1020,UTS_16A_019,#8,2,male
UTS_17_0y_0038,UTS_16A_019,#8,2,male
UTS_17_0y_0963,UTS_16A_019,UTS_16A_108,2,female
UTS_17_0y_1004,UTS_16A_019,UTS_16A_108,2,male
UTS_17_0y_1314,UTS_16A_019,UTS_16A_108,2,female
UTS_17_0y_2509,UTS_16A_019,UTS_16A_108,2,female
UTS_17_0y_2552,UTS_16A_019,UTS_16A_108,2,male
UTS_17_0y_2728,UTS_16A_019,UTS_16A_108,2,female
UTS_17_0y_0042,UTS_16A_019,UTS_16A_108,2,female
UTS_17_0y_0272,UTS_16A_019,UTS_16A_108,2,female
UTS_17_0y_0439,UTS_16A_019,UTS_16A_108,2,male
UTS_17_0y_2319,*338,#12,2,male
UTS_17_0y_0035,*338,#8,2,male
UTS_17_0y_0049,*338,#8,2,male
UTS_17_0y_0088,*338,#8,2,male
UTS_17_0y_0124,*338,#8,2,female
UTS_17_0y_2118,*80,#59,2,female
UTS_17_0y_0761,*80,#59,2,male
UTS_17_0y_2057,*80,UTS_16A_105,2,male
UTS_17_0y_1030,*28,#6,2,female
UTS_17_0y_1121,*28,#6,2,female
UTS_17_0y_1558,*28,#6,2,female
UTS_17_0y_1396,*148,#3,2,male
UTS_17_0y_1487,*148,#3,2,female
UTS_17_0y_2576,*148,#3,2,female
UTS_17_0y_2730,*148,#3,2,male
UTS_17_0y_2828,*148,#3,2,male
UTS_17_0y_0207,*148,#3,2,male
UTS_17_0y_1432,*148,#13,2,male
UTS_17_0y_1499,*148,#13,2,female
UTS_17_0y_1561,*148,#13,2,male
UTS_17_0y_2613,*148,#13,2,female
UTS_17_0y_2656,*148,#13,2,female
UTS_17_0y_2572,*382,#10,2,male
UTS_17_0y_0361,*382,#10,2,female
UTS_17_0y_0447,*382,#10,2,female
UTS_17_0y_1203,*80,#64,2,male
UTS_17_0y_0131,*437,#2,2,female
UTS_17_0y_1521,*128,#59,2,female
UTS_17_0y_1529,*128,#59,2,male
UTS_17_0y_2593,*128,#59,2,female
UTS_17_0y_2801,*128,#59,2,female
UTS_17_0y_2020,*128,UTS_16A_102,2,female
UTS_17_0y_2558,*128,UTS_16A_102,2,male
UTS_17_0y_1306,*128,#10,2,male
UTS_17_0y_1336,*128,#10,2,female
UTS_17_0y_1349,*128,#10,2,female
UTS_17_0y_1563,*128,#10,2,male
UTS_17_0y_2731,*128,#10,2,male
UTS_17_0y_2822,*128,#10,2,male
UTS_17_0y_2826,*128,#10,2,female
UTS_17_0y_1342,*128,#13,2,female
UTS_17_0y_2001,*161,#6,2,female
UTS_16_1y_0135,Uts_14A_103,#6,2,female
UTS_17_0y_0665,*161,UTS_16A_105,2,male
UTS_17_0y_1451,*161,#10,2,male
UTS_17_0y_2749,*161,#10,2,male
UTS_17_0y_0350,*161,#10,2,male
UTS_17_0y_1507,*168,#59,2,female
UTS_17_0y_1564,*168,#59,2,female
UTS_17_0y_2830,*168,#59,2,female
UTS_17_0y_1319,*132,#20,2,male
UTS_17_0y_0072,*132,#20,2,male
UTS_17_0y_0390,*132,#20,2,female
UTS_17_0y_0966,*13,#2,2,female
UTS_17_0y_1033,*13,#2,2,male
UTS_17_0y_1081,*13,#2,2,male
UTS_17_0y_1110,*13,#2,2,male
UTS_17_0y_2221,*13,#2,2,male
UTS_17_0y_0271,*13,#2,2,male
UTS_17_0y_1226,*13,#71,2,female
UTS_17_0y_1806,*13,#71,2,female
UTS_17_0y_2279,*13,#71,2,female
UTS_17_0y_2355,*13,#71,2,female
UTS_17_0y_0330,*13,#71,2,male
UTS_17_0y_0712,*13,#71,2,male
UTS_17_0y_0743,*13,#71,2,female
UTS_17_0y_0751,*13,#71,2,male
UTS_17_0y_1231,*13,#72,2,male
UTS_17_0y_1615,*13,#72,2,female
UTS_17_0y_2063,*13,#72,2,male
UTS_17_0y_2096,*13,#72,2,male
UTS_17_0y_2097,*13,#72,2,male
UTS_17_0y_2113,*13,#72,2,male
UTS_17_0y_2135,*13,#72,2,female
UTS_17_0y_2136,*13,#72,2,female
UTS_17_0y_2150,*13,#72,2,female
UTS_17_0y_2184,*13,#72,2,male
UTS_17_0y_2194,*13,#72,2,female
UTS_17_0y_2201,*13,#72,2,female
UTS_17_0y_2238,*13,#72,2,male
UTS_17_0y_2305,*13,#72,2,female
UTS_17_0y_2315,*13,#72,2,male
UTS_17_0y_2321,*13,#72,2,male
UTS_17_0y_2325,*13,#72,2,male
UTS_17_0y_2329,*13,#72,2,male
UTS_17_0y_2341,*13,#72,2,male
UTS_17_0y_0768,*13,#72,2,male
UTS_17_0y_1229,*13,UTS_16A_105,2,male
UTS_17_0y_1606,*13,UTS_16A_105,2,male
UTS_17_0y_2291,*13,UTS_16A_105,2,male
UTS_17_0y_2718,*13,UTS_16A_105,2,male
UTS_17_0y_0694,*13,UTS_16A_105,2,female
UTS_17_0y_0706,*13,UTS_16A_105,2,female
UTS_17_0y_0709,*13,UTS_16A_105,2,male
UTS_17_0y_1391,*147,#2,2,male
UTS_17_0y_0100,*147,#2,2,female
UTS_17_0y_0137,*147,#2,2,female
UTS_17_0y_0174,*147,#2,2,female
UTS_17_0y_0178,*147,#2,2,female
UTS_17_0y_1445,*159,#13,2,male
UTS_17_0y_1986,*6,#72,2,male
UTS_17_0y_1988,*6,#72,2,male
UTS_17_0y_2002,*6,#72,2,male
UTS_17_0y_2219,*6,#72,2,female
UTS_17_0y_2239,*6,#72,2,female
UTS_17_0y_2255,*6,#72,2,female
UTS_17_0y_2258,*6,#72,2,female
UTS_17_0y_2280,*6,#72,2,female
UTS_17_0y_2302,*6,#72,2,female
UTS_17_0y_0932,*1,#2,2,male
UTS_17_0y_0936,*1,#2,2,male
UTS_17_0y_0937,*1,#2,2,female
UTS_17_0y_0977,*1,#2,2,male
UTS_17_0y_1002,*1,#2,2,female
UTS_17_0y_1018,*1,#2,2,female
UTS_17_0y_1026,*1,#2,2,female
UTS_17_0y_1028,*1,#2,2,female
UTS_17_0y_1036,*1,#2,2,female
UTS_17_0y_1051,*1,#2,2,male
UTS_17_0y_1065,*1,#2,2,male
UTS_17_0y_1106,*1,#2,2,female
UTS_17_0y_2649,*1,#2,2,female
UTS_17_0y_0710,*1,#2,2,female
UTS_17_0y_0354,*1,#29,2,male
UTS_17_0y_1788,*1,#9,2,male
UTS_17_0y_2827,*1,#9,2,female
UTS_17_0y_0328,*1,#9,2,female
UTS_17_0y_1190,*6,#13,2,female
UTS_17_0y_1531,*6,#13,2,male
UTS_17_0y_2200,*6,#13,2,male
UTS_17_0y_0396,*6,#13,2,female
UTS_17_0y_1310,*129,#59,2,female
UTS_17_0y_2641,*129,#59,2,male
UTS_17_0y_0404,*129,#59,2,male
UTS_17_0y_0945,*6,#11,2,male
UTS_17_0y_0950,*6,#11,2,female
UTS_17_0y_0981,*6,#11,2,female
UTS_17_0y_0990,*6,#11,2,female
UTS_17_0y_0994,*6,#11,2,male
UTS_17_0y_1084,*6,#11,2,male
UTS_17_0y_1093,*6,#11,2,female
UTS_17_0y_1109,*6,#11,2,male
UTS_17_0y_2629,*6,#11,2,female
UTS_16_1y_0263,*23,#6,2,female
UTS_17_0y_1001,*23,#3,2,female
UTS_17_0y_1603,*79,#29,2,female
UTS_17_0y_1823,*79,#29,2,male
UTS_17_0y_2591,*79,#29,2,male
UTS_17_0y_2606,*79,#29,2,female
UTS_17_0y_1422,*79,#123,2,male
UTS_17_0y_1530,*79,#123,2,male
UTS_17_0y_0027,*79,#123,2,male
UTS_17_0y_0028,*79,#123,2,male
UTS_17_0y_1198,*79,#62,2,female
UTS_17_0y_0065,*79,#62,2,female
UTS_17_0y_2028,*13,#64,2,male
UTS_17_0y_0755,*13,#64,2,female
UTS_17_0y_2289,*166,#2,2,male
UTS_17_0y_0018,*166,#2,2,female
UTS_17_0y_0143,*166,#2,2,male
UTS_17_0y_0172,*166,#2,2,male
UTS_17_0y_1444,UTS_16A_075,#20,2,male
UTS_17_0y_1311,UTS_16A_079,#29,2,female
UTS_17_0y_1340,UTS_16A_079,#29,2,female
UTS_17_0y_1419,UTS_16A_079,#29,2,male
UTS_17_0y_1542,UTS_16A_079,#29,2,female
UTS_17_0y_1828,UTS_16A_079,#29,2,female
UTS_17_0y_2508,UTS_16A_079,#29,2,male
UTS_17_0y_2531,UTS_16A_079,#29,2,female
UTS_17_0y_2582,UTS_16A_079,#29,2,male
UTS_17_0y_2639,UTS_16A_079,#29,2,female
UTS_17_0y_2739,UTS_16A_079,#29,2,female
UTS_17_0y_2823,UTS_16A_079,#29,2,male
UTS_17_0y_0317,UTS_16A_079,#29,2,male
UTS_17_0y_1716,*244,#59,2,male
UTS_17_0y_1232,*2,#59,2,female
UTS_17_0y_1464,*2,#59,2,female
UTS_17_0y_2586,*2,#59,2,female
UTS_17_0y_2624,*2,#59,2,female
UTS_17_0y_2743,*2,#59,2,female
UTS_17_0y_0457,*2,#59,2,male
UTS_17_0y_2673,*2,#246,2,female
UTS_17_0y_0933,*2,#3,2,female
UTS_17_0y_1418,UTS_16A_079,#122,2,male
UTS_17_0y_1527,UTS_16A_079,#122,2,male
UTS_17_0y_0197,UTS_16A_079,#122,2,female
UTS_17_0y_1643,*2,#3,2,male
UTS_17_0y_2140,*2,#3,2,male
UTS_17_0y_2503,*2,#3,2,female
UTS_17_0y_2603,*2,#3,2,female
UTS_17_0y_2818,*2,#3,2,male
UTS_17_0y_0204,*2,#3,2,female
UTS_17_0y_0263,*2,#3,2,male
UTS_17_0y_0325,*2,#3,2,female
UTS_17_0y_0062,*426,#2,2,male
UTS_17_0y_1011,*2,#9,2,male
UTS_17_0y_1017,*2,#9,2,female
UTS_17_0y_1050,*2,#9,2,male
UTS_17_0y_1052,*2,#9,2,male
UTS_17_0y_1202,*2,#9,2,male
UTS_17_0y_1611,*2,#9,2,male
UTS_17_0y_2809,*2,#9,2,male
UTS_17_0y_1042,*2,#26,2,female
UTS_17_0y_1136,*2,#26,2,female
UTS_17_0y_0978,*2,#7,2,male
UTS_17_0y_0986,*2,#7,2,female
UTS_17_0y_1009,*2,#7,2,male
UTS_17_0y_1048,*2,#7,2,male
UTS_17_0y_1067,*2,#7,2,female
UTS_17_0y_1353,*2,#7,2,male
UTS_17_0y_2137,*2,#7,2,female
UTS_17_0y_2562,*2,#7,2,female
UTS_17_0y_2563,*2,#7,2,female
UTS_17_0y_2581,*2,#7,2,female
UTS_17_0y_2715,*2,#7,2,male
UTS_17_0y_2750,*2,#7,2,female
UTS_17_0y_2843,*2,#7,2,female
UTS_17_0y_0218,*2,#7,2,female
UTS_17_0y_0255,*2,#7,2,male
UTS_17_0y_0348,*2,#7,2,male
UTS_17_0y_0362,*2,#7,2,male
UTS_17_0y_0399,*2,#7,2,female
UTS_17_0y_0441,*2,#7,2,male
UTS_17_0y_0955,*2,#13,2,male
UTS_17_0y_1331,*2,#13,2,female
UTS_17_0y_2622,*2,#13,2,female
UTS_17_0y_0262,*2,#13,2,male
UTS_17_0y_0308,*2,#13,2,female
UTS_17_0y_0382,*2,#13,2,male
UTS_17_0y_0393,*2,#13,2,male
UTS_17_0y_0077,*428,#2,2,female
UTS_17_0y_0145,*132,#35,2,male
UTS_17_0y_0114,*144,#2,2,male
UTS_17_0y_2046,*319,UTS_16A_037,2,male
UTS_17_0y_1494,*166,#35,2,male
UTS_17_0y_1571,*166,#35,2,female
UTS_17_0y_0037,UTS_16A_075,#35,2,female
UTS_17_0y_0156,UTS_16A_075,#35,2,female
UTS_17_0y_0283,UTS_16A_075,#35,2,male
UTS_17_0y_1045,UTS_16A_074,UTS_16A_102,2,female
UTS_17_0y_1064,UTS_16A_074,UTS_16A_102,2,male
UTS_17_0y_1090,UTS_16A_074,UTS_16A_102,2,male
UTS_17_0y_1125,UTS_16A_074,UTS_16A_102,2,female
UTS_17_0y_1128,UTS_16A_074,UTS_16A_102,2,female
UTS_17_0y_1129,UTS_16A_074,UTS_16A_102,2,male
UTS_17_0y_1130,UTS_16A_074,UTS_16A_102,2,female
UTS_17_0y_1135,UTS_16A_074,UTS_16A_102,2,male
UTS_17_0y_1140,UTS_16A_074,UTS_16A_102,2,male
UTS_17_0y_1601,UTS_16A_074,UTS_16A_102,2,female
UTS_17_0y_0301,UTS_16A_074,UTS_16A_102,2,male
UTS_17_0y_1600,UTS_16A_074,#140,2,male
UTS_17_0y_0057,UTS_16A_074,#20,2,male
UTS_17_0y_0081,UTS_16A_074,#20,2,male
UTS_17_0y_0941,UTS_16A_074,#9,2,female
UTS_17_0y_0942,UTS_16A_074,#9,2,female
UTS_17_0y_1096,UTS_16A_074,#9,2,male
UTS_17_0y_1138,UTS_16A_074,#9,2,female
UTS_17_0y_1369,UTS_16A_074,#9,2,male
UTS_17_0y_2214,UTS_16A_074,#9,2,female
UTS_17_0y_2707,UTS_16A_074,#9,2,male
UTS_17_0y_0261,UTS_16A_074,#9,2,male
UTS_17_0y_0357,UTS_16A_074,#9,2,female
UTS_17_0y_1010,UTS_16A_074,#10,2,male
UTS_17_0y_1205,UTS_16A_074,#10,2,male
UTS_17_0y_2024,*315,#72,2,female
UTS_17_0y_2206,*315,#72,2,male
UTS_17_0y_0688,*315,#72,2,female
UTS_17_0y_1435,UTS_16A_074,#13,2,female
UTS_17_0y_2589,UTS_16A_074,#13,2,male
UTS_17_0y_2068,*82,#72,2,male
UTS_17_0y_2198,*82,#72,2,male
UTS_17_0y_2243,*82,#72,2,female
UTS_17_0y_2293,*82,#72,2,female
UTS_17_0y_2332,*82,#72,2,male
UTS_17_0y_1208,*82,#26,2,female
UTS_17_0y_1211,*82,#26,2,female
UTS_17_0y_1704,*82,#26,2,female
UTS_17_0y_0668,*82,#26,2,male
UTS_17_0y_0669,*82,#26,2,male
UTS_17_0y_0724,*82,#26,2,female
UTS_17_0y_0745,*82,#26,2,male
UTS_17_0y_0766,*82,#26,2,female
UTS_17_0y_0080,UTS_16A_052,#2,2,male
UTS_17_0y_0098,UTS_16A_052,#2,2,male
UTS_17_0y_2029,UTS_16A_100,UTS_16A_105,2,female
UTS_17_0y_1215,UTS_16A_008,#29,2,male
UTS_17_0y_1351,UTS_16A_008,#29,2,male
UTS_17_0y_1559,UTS_16A_008,#29,2,female
UTS_17_0y_2499,UTS_16A_008,#29,2,female
UTS_17_0y_2596,UTS_16A_008,#29,2,male
UTS_17_0y_2615,UTS_16A_008,#29,2,male
UTS_17_0y_2619,UTS_16A_008,#29,2,female
UTS_17_0y_2661,UTS_16A_008,#29,2,female
UTS_17_0y_0331,UTS_16A_008,#29,2,female
UTS_17_0y_0413,UTS_16A_008,#29,2,male
UTS_17_0y_2550,UTS_16A_008,#7,2,female
UTS_17_0y_2695,UTS_16A_008,#7,2,female
UTS_17_0y_2756,UTS_16A_008,#7,2,male
UTS_17_0y_0189,UTS_16A_008,#7,2,male
UTS_17_0y_0739,UTS_16A_008,#7,2,male
UTS_17_0y_1553,UTS_16A_008,#10,2,male
UTS_17_0y_2721,UTS_16A_008,#10,2,male
UTS_17_0y_2012,*313,#64,2,female
UTS_17_0y_2119,*313,#64,2,male
UTS_17_0y_2345,*313,#64,2,female
UTS_17_0y_1206,*82,#64,2,female
UTS_17_0y_1221,*82,#64,2,male
UTS_17_0y_1708,*82,#64,2,female
UTS_17_0y_1720,*82,#64,2,female
UTS_17_0y_2223,*82,#64,2,female
UTS_17_0y_2254,*82,#64,2,male
UTS_17_0y_2313,*82,#64,2,male
UTS_17_0y_0717,*82,#64,2,female
UTS_17_0y_0777,*82,#64,2,male
UTS_17_0y_1413,*26,#59,2,female
UTS_17_0y_1820,*26,#59,2,male
UTS_17_0y_2536,*26,#59,2,female
UTS_17_0y_2653,*26,#59,2,female
UTS_17_0y_2805,*26,#59,2,male
UTS_17_0y_2714,*26,#3,2,female
UTS_17_0y_0405,*26,#3,2,female
UTS_17_0y_1490,*26,#9,2,male
UTS_17_0y_2757,*26,#9,2,female
UTS_17_0y_1793,*26,#189,2,male
UTS_17_0y_2568,*26,#189,2,female
UTS_17_0y_2616,*26,#189,2,female
UTS_17_0y_2764,*26,#189,2,female
UTS_17_0y_0294,*26,#189,2,female
UTS_17_0y_1022,*26,#7,2,female
UTS_17_0y_1094,*26,#7,2,male
UTS_17_0y_1139,*26,#7,2,male
UTS_17_0y_1362,*26,#7,2,male
UTS_17_0y_1410,*26,#7,2,male
UTS_17_0y_1484,*26,#7,2,male
UTS_17_0y_1809,*26,#7,2,male
UTS_17_0y_2535,*26,#7,2,male
UTS_17_0y_2630,*26,#7,2,female
UTS_17_0y_2806,*26,#7,2,female
UTS_17_0y_0048,*26,#7,2,male
UTS_17_0y_0177,*26,#7,2,female
UTS_17_0y_0214,*26,#7,2,male
UTS_17_0y_0247,*26,#7,2,female
UTS_17_0y_0254,*26,#7,2,male
UTS_17_0y_0266,*26,#7,2,male
UTS_17_0y_0673,*26,#7,2,male
UTS_17_0y_1374,*144,#35,2,female
UTS_17_0y_2787,*26,#10,2,female
UTS_17_0y_1039,*26,#13,2,male
UTS_17_0y_0384,*26,#31,2,female
UTS_17_0y_0967,*9,#6,2,female
UTS_17_0y_1088,*9,#6,2,male
UTS_17_0y_1143,*9,#6,2,female
UTS_17_0y_2218,*9,#123,2,female
UTS_17_0y_2571,*9,#123,2,male
UTS_17_0y_2838,*9,#123,2,male
UTS_17_0y_1377,*9,#9,2,female
UTS_17_0y_1383,*9,#9,2,female
UTS_17_0y_2566,*9,#9,2,male
UTS_17_0y_2579,*9,#9,2,female
UTS_17_0y_0358,*9,#9,2,female
UTS_17_0y_0726,*9,#9,2,male
UTS_17_0y_0956,*9,#10,2,female
UTS_17_0y_0391,*9,#10,2,female
UTS_17_0y_2685,*142,#59,2,male
UTS_17_0y_1114,*9,#31,2,female
UTS_17_0y_1357,*142,#10,2,male
UTS_17_0y_2662,*142,#10,2,female
UTS_17_0y_0954,UTS_16A_104,#6,2,male
UTS_17_0y_1092,UTS_16A_104,#6,2,male
UTS_17_0y_0233,UTS_16A_104,#6,2,male
UTS_17_0y_0389,UTS_16A_104,#6,2,female
UTS_17_0y_0403,UTS_16A_104,#6,2,male
UTS_17_0y_0971,UTS_16A_104,#9,2,female
UTS_17_0y_2483,UTS_16A_104,#9,2,male
UTS_17_0y_2565,UTS_16A_104,#9,2,female
UTS_17_0y_0327,UTS_16A_104,#9,2,male
UTS_17_0y_2144,*329,#72,2,male
UTS_17_0y_0356,*449,#9,2,female
UTS_16_1y_0291,*721,#59,2,male
UTS_17_0y_0460,*397,#9,2,male
UTS_17_0y_2771,*397,#13,2,female
UTS_17_0y_0111,UTS_16A_017,#22,2,male
UTS_17_0y_0264,UTS_16A_017,#22,2,female
UTS_17_0y_2495,UTS_16A_017,#238,2,male
UTS_17_0y_1800,UTS_16A_055,UTS_16A_105,2,male
UTS_17_0y_1819,UTS_16A_055,UTS_16A_105,2,male
UTS_17_0y_1991,UTS_16A_055,UTS_16A_105,2,female
UTS_17_0y_2131,UTS_16A_055,UTS_16A_105,2,female
UTS_17_0y_2172,UTS_16A_055,UTS_16A_105,2,female
UTS_17_0y_2504,UTS_16A_055,UTS_16A_105,2,male
UTS_17_0y_0672,UTS_16A_055,UTS_16A_105,2,male
UTS_17_0y_0738,UTS_16A_055,UTS_16A_105,2,female
UTS_17_0y_0742,UTS_16A_055,UTS_16A_105,2,female
UTS_17_0y_0754,UTS_16A_055,UTS_16A_105,2,female
UTS_17_0y_1359,*143,#29,2,female
UTS_17_0y_2797,*143,#29,2,female
UTS_17_0y_1360,*143,#7,2,female
UTS_17_0y_1504,UTS_16A_084,#70,2,female
UTS_17_0y_1522,UTS_16A_084,#70,2,male
UTS_17_0y_2080,UTS_16A_084,#70,2,female
UTS_17_0y_2546,UTS_16A_084,#70,2,male
UTS_17_0y_2549,UTS_16A_084,#70,2,female
UTS_17_0y_2650,UTS_16A_084,#70,2,female
UTS_17_0y_2729,UTS_16A_084,#70,2,male
UTS_17_0y_0949,UTS_16A_084,#9,2,male
UTS_17_0y_0951,UTS_16A_084,#9,2,male
UTS_17_0y_0979,UTS_16A_084,#9,2,female
UTS_17_0y_1191,UTS_16A_084,#9,2,female
UTS_17_0y_1223,UTS_16A_084,#9,2,female
UTS_17_0y_1233,UTS_16A_084,#9,2,female
UTS_17_0y_1627,UTS_16A_084,#9,2,male
UTS_17_0y_2575,UTS_16A_084,#9,2,female
UTS_17_0y_0227,UTS_16A_084,#9,2,female
UTS_17_0y_0687,UTS_16A_084,#9,2,female
UTS_17_0y_0775,UTS_16A_084,#9,2,male
UTS_16_1y_0242,Uts_14A_002,#59,2,male
UTS_17_0y_1439,*157,#59,2,female
UTS_17_0y_1636,*157,#59,2,male
UTS_17_0y_1821,*157,#59,2,male
UTS_17_0y_2835,*157,#59,2,female
UTS_17_0y_1791,UTS_16A_055,UTS_16A_064,2,male
UTS_17_0y_1804,UTS_16A_055,UTS_16A_064,2,male
UTS_17_0y_1813,UTS_16A_055,UTS_16A_064,2,female
UTS_17_0y_1829,UTS_16A_055,UTS_16A_064,2,male
UTS_17_0y_0335,UTS_16A_055,UTS_16A_064,2,female
UTS_17_0y_1126,UTS_16A_066,#35,2,female
UTS_17_0y_2157,UTS_16A_066,#35,2,male
UTS_17_0y_2834,UTS_16A_066,#35,2,female
UTS_17_0y_2236,*336,#29,2,male
UTS_17_0y_2308,*336,#29,2,male
UTS_17_0y_1399,*39,#3,2,male
UTS_17_0y_1481,*39,#3,2,female
UTS_17_0y_1528,*39,#3,2,female
UTS_17_0y_1556,*39,#3,2,female
UTS_17_0y_1570,*39,#3,2,female
UTS_17_0y_2595,*39,#3,2,female
UTS_17_0y_0183,*39,#3,2,female
UTS_17_0y_0336,*39,#3,2,female
UTS_17_0y_0373,*39,#3,2,female
UTS_17_0y_1512,*39,UTS_16A_102,2,female
UTS_17_0y_2501,*39,UTS_16A_102,2,male
UTS_17_0y_2735,*39,UTS_16A_102,2,female
UTS_17_0y_2766,*39,UTS_16A_102,2,female
UTS_17_0y_0191,*39,UTS_16A_102,2,female
UTS_17_0y_0248,*39,UTS_16A_102,2,female
UTS_17_0y_0410,*39,UTS_16A_102,2,female
UTS_17_0y_0334,*39,#7,2,male
UTS_17_0y_1069,*39,#13,2,female
UTS_17_0y_1376,*39,#13,2,female
UTS_17_0y_1416,*39,#13,2,male
UTS_17_0y_1492,*39,#13,2,female
UTS_17_0y_2007,*39,#13,2,male
UTS_17_0y_2547,*39,#13,2,female
UTS_17_0y_2710,*39,#13,2,male
UTS_17_0y_2727,*39,#13,2,female
UTS_17_0y_0205,*39,#13,2,male
UTS_17_0y_0429,*39,#13,2,female
UTS_17_0y_0446,*39,#13,2,female
UTS_17_0y_1213,*84,#59,2,male
UTS_17_0y_2250,*84,#59,2,male
UTS_17_0y_1830,*39,#122,2,female
UTS_17_0y_0246,*39,#122,2,male
UTS_17_0y_1403,*150,#3,2,male
UTS_17_0y_1548,*150,#3,2,male
UTS_17_0y_0938,*3,#6,2,female
UTS_17_0y_0985,*3,#6,2,male
UTS_17_0y_0987,*3,#6,2,female
UTS_17_0y_0997,*3,#6,2,male
UTS_17_0y_1007,*3,#6,2,female
