offspring,microsat_dam,microsat_sire,snp_dam,snp_sire
UTS_12_0Y_646,NA,NA,id_miss,id_miss
UTS_12_0Y_647,UTS_11A_037,NA,id_miss,id_miss
UTS_12_0Y_648,NA,NA,id_miss,id_miss
UTS_12_0Y_649,UTS_11A_053,NA,id_miss,id_miss
UTS_12_0Y_650,NA,UTS_11A_009,id_miss,id_miss
UTS_12_0Y_651,NA,NA,id_miss,id_miss
UTS_12_0Y_652,NA,NA,id_miss,id_miss
UTS_12_0Y_653,NA,UTS_11A_007,id_miss,id_miss
UTS_12_0Y_654,UTS_11A_053,NA,id_miss,id_miss
UTS_12_0Y_655,NA,UTS_11A_006,id_miss,id_miss
UTS_12_0Y_656,NA,NA,id_miss,id_miss
UTS_12_0Y_657,NA,UTS_11A_007,id_miss,id_miss
UTS_12_0Y_658,NA,NA,id_miss,id_miss
UTS_12_0Y_659,NA,NA,id_miss,id_miss
UTS_12_0Y_660,NA,NA,id_miss,id_miss
UTS_12_0Y_661,UTS_11A_053,NA,id_miss,id_miss
UTS_12_0Y_662,UTS_11A_053,NA,id_miss,id_miss
UTS_12_0Y_663,NA,NA,id_miss,id_miss
UTS_12_0Y_664,NA,NA,id_miss,id_miss
UTS_12_0Y_665,NA,NA,id_miss,id_miss
UTS_12_0Y_667,NA,NA,id_miss,id_miss
UTS_12_0Y_668,UTS_11A_053,NA,id_miss,id_miss
UTS_12_0Y_669,NA,UTS_11A_006,id_miss,id_miss
UTS_12_0Y_670,NA,NA,id_miss,id_miss
UTS_12_0Y_671,NA,UTS_11A_040,id_miss,id_miss
UTS_12_0Y_672,NA,NA,id_miss,id_miss
UTS_12_0Y_673,NA,UTS_11A_026,id_miss,id_miss
UTS_12_0Y_674,UTS_11A_053,NA,id_miss,id_miss
UTS_12_0Y_675,NA,UTS_11A_040,id_miss,id_miss
UTS_12_0Y_676,UTS_11A_029,NA,id_miss,id_miss
UTS_12_0Y_677,UTS_11A_053,NA,id_miss,id_miss
UTS_12_0Y_678,NA,NA,id_miss,id_miss
UTS_12_0Y_679,UTS_11A_053,NA,id_miss,id_miss
UTS_12_0Y_680,NA,UTS_11A_018,id_miss,id_miss
UTS_12_0Y_681,NA,UTS_11A_040,id_miss,id_miss
UTS_12_0Y_682,NA,UTS_11A_040,id_miss,id_miss
UTS_12_0Y_683,UTS_11A_037,NA,id_miss,id_miss
UTS_12_0Y_684,NA,NA,id_miss,id_miss
UTS_12_0Y_685,UTS_11A_053,UTS_11A_015,id_miss,id_miss
UTS_12_0Y_686,NA,NA,id_miss,id_miss
UTS_12_0Y_687,NA,UTS_11A_040,id_miss,id_miss
UTS_12_0Y_688,NA,NA,id_miss,id_miss
UTS_12_0Y_689,UTS_11A_022,UTS_11A_026,id_miss,id_miss
UTS_12_0Y_690,UTS_11A_053,NA,id_miss,id_miss
UTS_12_0Y_691,UTS_11A_053,NA,id_miss,id_miss
UTS_12_0Y_692,NA,NA,id_miss,id_miss
UTS_12_0Y_693,NA,NA,id_miss,id_miss
UTS_12_0Y_694,NA,NA,id_miss,id_miss
UTS_12_0Y_695,UTS_11A_037,NA,id_miss,id_miss
UTS_12_0Y_696,NA,NA,id_miss,id_miss
UTS_12_0Y_697,NA,NA,id_miss,id_miss
UTS_12_0Y_698,NA,NA,id_miss,id_miss
UTS_12_0Y_699,NA,UTS_11A_009,id_miss,id_miss
UTS_12_0Y_700,NA,UTS_11A_009,id_miss,id_miss
UTS_12_0Y_701,NA,NA,id_miss,id_miss
UTS_12_0Y_702,UTS_11A_053,NA,id_miss,id_miss
UTS_12_0Y_703,NA,NA,id_miss,id_miss
UTS_12_0Y_704,UTS_11A_053,NA,id_miss,id_miss
UTS_12_0Y_705,UTS_11A_053,NA,id_miss,id_miss
UTS_12_0Y_706,UTS_11A_053,NA,id_miss,id_miss
UTS_12_0Y_707,UTS_11A_053,NA,id_miss,id_miss
UTS_12_0Y_708,NA,NA,id_miss,id_miss
UTS_12_0Y_709,NA,NA,id_miss,id_miss
UTS_12_0Y_710,UTS_11A_053,UTS_11A_015,id_miss,id_miss
UTS_12_0Y_711,NA,NA,id_miss,id_miss
UTS_12_0Y_712,NA,UTS_11A_018,id_miss,id_miss
UTS_12_0Y_713,NA,NA,id_miss,id_miss
UTS_12_0Y_714,NA,NA,id_miss,id_miss
UTS_12_0Y_715,NA,NA,id_miss,id_miss
UTS_12_0Y_716,NA,NA,id_miss,id_miss
UTS_12_0Y_717,NA,NA,id_miss,id_miss
UTS_12_0Y_718,NA,UTS_11A_049,id_miss,id_miss
UTS_12_0Y_719,NA,NA,id_miss,id_miss
UTS_12_0Y_720,NA,NA,id_miss,id_miss
UTS_12_0Y_721,NA,NA,id_miss,id_miss
UTS_12_0Y_722,UTS_11A_053,UTS_11A_015,id_miss,id_miss
UTS_12_0Y_723,NA,NA,id_miss,id_miss
UTS_12_0Y_724,NA,NA,id_miss,id_miss
UTS_12_0Y_725,NA,NA,id_miss,id_miss
UTS_12_0Y_726,UTS_11A_028,NA,id_miss,id_miss
UTS_12_0Y_727,NA,NA,id_miss,id_miss
UTS_12_0Y_728,NA,NA,id_miss,id_miss
UTS_12_0Y_729,NA,UTS_11A_015,id_miss,id_miss
UTS_12_0Y_730,NA,NA,id_miss,id_miss
UTS_12_0Y_731,UTS_11A_022,NA,id_miss,id_miss
UTS_12_0Y_732,NA,NA,id_miss,id_miss
UTS_12_0Y_733,NA,NA,id_miss,id_miss
UTS_12_0Y_734,UTS_11A_053,UTS_11A_009,id_miss,id_miss
UTS_12_0Y_735,UTS_11A_053,NA,id_miss,id_miss
UTS_12_0Y_736,UTS_11A_053,UTS_11A_015,id_miss,id_miss
UTS_12_0Y_737,NA,NA,id_miss,id_miss
UTS_12_0Y_738,NA,NA,id_miss,id_miss
UTS_12_0Y_739,NA,NA,id_miss,id_miss
UTS_12_0Y_740,NA,NA,id_miss,id_miss
UTS_12_0Y_741,NA,UTS_11A_040,id_miss,id_miss
UTS_12_0Y_742,NA,NA,id_miss,id_miss
UTS_12_0Y_743,NA,NA,id_miss,id_miss
UTS_12_0Y_744,NA,NA,id_miss,id_miss
UTS_12_0Y_745,NA,NA,id_miss,id_miss
UTS_12_0Y_746,UTS_11A_053,NA,id_miss,id_miss
UTS_12_0Y_747,NA,NA,id_miss,id_miss
UTS_12_0Y_748,NA,NA,id_miss,id_miss
UTS_12_0Y_749,NA,NA,id_miss,id_miss
UTS_12_0Y_750,UTS_11A_037,UTS_11A_017,id_miss,id_miss
UTS_12_0Y_751,NA,NA,id_miss,id_miss
UTS_12_0Y_752,NA,NA,id_miss,id_miss
UTS_12_0Y_754,NA,UTS_11A_040,id_miss,id_miss
UTS_12_0Y_755,NA,UTS_11A_019,id_miss,id_miss
UTS_12_0Y_756,NA,NA,id_miss,id_miss
UTS_12_0Y_757,UTS_11A_037,NA,id_miss,id_miss
UTS_12_0Y_758,NA,NA,id_miss,id_miss
UTS_12_0Y_759,NA,NA,id_miss,id_miss
UTS_12_0Y_760,NA,NA,id_miss,id_miss
UTS_12_0Y_761,NA,NA,id_miss,id_miss
UTS_12_0Y_762,NA,NA,id_miss,id_miss
UTS_12_0Y_763,NA,NA,id_miss,id_miss
UTS_12_0Y_764,NA,NA,id_miss,id_miss
UTS_12_0Y_765,NA,UTS_11A_012,id_miss,id_miss
UTS_12_0Y_766,NA,NA,id_miss,id_miss
UTS_12_0Y_767,NA,NA,id_miss,id_miss
UTS_12_0Y_768,NA,NA,id_miss,id_miss
UTS_12_0Y_769,NA,UTS_11A_040,id_miss,id_miss
UTS_12_0Y_770,NA,NA,id_miss,id_miss
UTS_12_0Y_771,NA,NA,id_miss,id_miss
UTS_12_0Y_772,NA,NA,id_miss,id_miss
UTS_12_0Y_773,NA,NA,id_miss,id_miss
UTS_12_0Y_774,NA,NA,id_miss,id_miss
UTS_12_0Y_775,NA,NA,id_miss,id_miss
UTS_12_0Y_776,NA,NA,id_miss,id_miss
UTS_12_0Y_777,NA,NA,id_miss,id_miss
UTS_12_0Y_778,NA,NA,id_miss,id_miss
UTS_12_0Y_779,NA,UTS_11A_036,id_miss,id_miss
UTS_12_0Y_780,NA,NA,id_miss,id_miss
UTS_12_0Y_781,UTS_11A_039,UTS_11A_018,id_miss,id_miss
UTS_12_0Y_782,NA,NA,id_miss,id_miss
UTS_12_0Y_783,NA,UTS_11A_018,id_miss,id_miss
UTS_12_0Y_784,NA,NA,id_miss,id_miss
UTS_12_0Y_785,NA,UTS_11A_012,id_miss,id_miss
UTS_12_0Y_786,NA,NA,id_miss,id_miss
UTS_12_0Y_787,NA,NA,id_miss,id_miss
UTS_12_0Y_788,NA,NA,id_miss,id_miss
UTS_12_0Y_789,NA,NA,id_miss,id_miss
UTS_12_0Y_790,NA,NA,id_miss,id_miss
UTS_12_0Y_791,NA,NA,id_miss,id_miss
UTS_12_0Y_792,NA,NA,id_miss,id_miss
UTS_12_0Y_793,NA,NA,id_miss,id_miss
UTS_12_0Y_794,NA,NA,id_miss,id_miss
UTS_12_0Y_795,NA,UTS_11A_036,id_miss,id_miss
UTS_12_0Y_796,UTS_11A_028,NA,id_miss,id_miss
UTS_12_0Y_797,UTS_11A_028,NA,id_miss,id_miss
UTS_12_0Y_798,NA,NA,id_miss,id_miss
UTS_12_0Y_799,NA,UTS_11A_036,id_miss,id_miss
UTS_12_0Y_800,UTS_11A_028,NA,id_miss,id_miss
UTS_12_0Y_801,UTS_11A_039,NA,id_miss,id_miss
UTS_12_0Y_802,UTS_11A_037,NA,id_miss,id_miss
UTS_12_0Y_803,NA,UTS_11A_036,id_miss,id_miss
UTS_12_0Y_804,UTS_11A_037,NA,id_miss,id_miss
UTS_12_0Y_805,NA,NA,id_miss,id_miss
UTS_12_0Y_806,NA,NA,id_miss,id_miss
UTS_12_0Y_807,UTS_11A_039,UTS_11A_040,id_miss,id_miss
UTS_12_0Y_808,UTS_11A_028,NA,id_miss,id_miss
UTS_12_0Y_809,NA,NA,id_miss,id_miss
UTS_12_0Y_810,NA,NA,id_miss,id_miss
UTS_12_0Y_811,UTS_11A_039,UTS_11A_018,id_miss,id_miss
UTS_12_0Y_812,NA,NA,id_miss,id_miss
UTS_12_0Y_813,NA,NA,id_miss,id_miss
UTS_12_0Y_814,NA,NA,id_miss,id_miss
UTS_12_0Y_815,NA,UTS_11A_036,id_miss,id_miss
UTS_12_0Y_816,NA,NA,id_miss,id_miss
UTS_12_0Y_817,NA,NA,id_miss,id_miss
UTS_12_0Y_818,NA,NA,id_miss,id_miss
UTS_12_0Y_819,NA,NA,id_miss,id_miss
UTS_12_0Y_820,NA,NA,id_miss,id_miss
UTS_12_0Y_821,NA,UTS_11A_012,id_miss,id_miss
UTS_12_0Y_822,NA,NA,id_miss,id_miss
UTS_12_0Y_823,NA,NA,id_miss,id_miss
UTS_12_0Y_824,NA,NA,id_miss,id_miss
UTS_12_0Y_825,NA,UTS_11A_011,id_miss,id_miss
UTS_12_0Y_826,NA,NA,id_miss,id_miss
UTS_13_0Y_0001,UTS_12A_004,NA,id_miss,id_miss
UTS_13_0Y_0002,NA,NA,id_miss,id_miss
UTS_13_0Y_0003,NA,NA,id_miss,id_miss
UTS_13_0Y_0004,UTS_12A_004,NA,id_miss,id_miss
UTS_13_0Y_0006,NA,NA,id_miss,id_miss
UTS_13_0Y_0007,NA,NA,id_miss,id_miss
UTS_13_0Y_0008,NA,NA,id_miss,id_miss
UTS_13_0Y_0009,NA,NA,id_miss,id_miss
UTS_13_0Y_0010,NA,NA,id_miss,id_miss
UTS_13_0Y_0011,NA,NA,id_miss,id_miss
UTS_13_0Y_0012,NA,NA,id_miss,id_miss
UTS_13_0Y_0014,NA,NA,id_miss,id_miss
UTS_13_0Y_0015,NA,UTS_12A_005,id_miss,id_miss
UTS_13_0Y_0016,NA,NA,id_miss,id_miss
UTS_13_0Y_0017,NA,NA,id_miss,id_miss
UTS_13_0Y_0018,NA,NA,id_miss,id_miss
UTS_13_0Y_0019,NA,UTS_12A_005,id_miss,id_miss
UTS_13_0Y_0020,NA,NA,id_miss,id_miss
UTS_13_0Y_0021,NA,NA,id_miss,id_miss
UTS_13_0Y_0022,NA,NA,id_miss,id_miss
UTS_13_0Y_0023,NA,NA,id_miss,id_miss
UTS_13_0Y_0024,NA,NA,id_miss,id_miss
UTS_13_0Y_0025,NA,NA,id_miss,id_miss
UTS_13_0Y_0026,NA,NA,id_miss,id_miss
UTS_13_0Y_0027,NA,NA,id_miss,id_miss
UTS_13_0Y_0028,NA,NA,id_miss,id_miss
UTS_13_0Y_0029,NA,NA,id_miss,id_miss
UTS_13_0Y_0030,NA,NA,id_miss,id_miss
UTS_13_0Y_0031,NA,NA,id_miss,id_miss
UTS_13_0Y_0032,NA,NA,id_miss,id_miss
UTS_13_0Y_0033,NA,NA,id_miss,id_miss
UTS_13_0Y_0034,NA,NA,id_miss,id_miss
UTS_13_0Y_0035,NA,NA,id_miss,id_miss
UTS_13_0Y_0036,NA,NA,id_miss,id_miss
UTS_13_0Y_0037,NA,NA,id_miss,id_miss
UTS_13_0Y_0038,NA,NA,id_miss,id_miss
UTS_13_0Y_0039,NA,NA,id_miss,id_miss
UTS_13_0Y_0040,NA,NA,id_miss,id_miss
UTS_13_0Y_0041,NA,UTS_12A_005,id_miss,id_miss
UTS_13_0Y_0042,NA,NA,id_miss,id_miss
UTS_13_0Y_0043,NA,NA,id_miss,id_miss
UTS_13_0Y_0044,NA,NA,id_miss,id_miss
UTS_13_0Y_0045,NA,NA,id_miss,id_miss
UTS_13_0Y_0046,NA,NA,id_miss,id_miss
UTS_13_0Y_0047,NA,NA,id_miss,id_miss
UTS_13_0Y_0048,NA,NA,id_miss,id_miss
UTS_13_0Y_0049,NA,NA,id_miss,id_miss
UTS_13_0Y_0050,NA,NA,id_miss,id_miss
UTS_13_0Y_0051,NA,NA,id_miss,id_miss
UTS_13_0Y_0052,NA,NA,id_miss,id_miss
UTS_13_0Y_0053,NA,NA,id_miss,id_miss
UTS_13_0Y_0054,NA,NA,id_miss,id_miss
UTS_13_0Y_0055,NA,NA,id_miss,id_miss
UTS_13_0Y_0056,NA,NA,id_miss,id_miss
UTS_13_0Y_0057,NA,NA,id_miss,id_miss
UTS_13_0Y_0058,NA,NA,id_miss,id_miss
UTS_13_0Y_0059,NA,NA,id_miss,id_miss
UTS_13_0Y_0060,NA,NA,id_miss,id_miss
UTS_13_0Y_0062,NA,NA,id_miss,id_miss
UTS_13_0Y_0063,NA,NA,id_miss,id_miss
UTS_13_0Y_0064,NA,NA,id_miss,id_miss
UTS_13_0Y_0065,NA,NA,id_miss,id_miss
UTS_13_0Y_0066,NA,NA,id_miss,id_miss
UTS_13_0Y_0067,NA,NA,id_miss,id_miss
UTS_13_0Y_0068,NA,NA,id_miss,id_miss
UTS_13_0Y_0069,NA,NA,id_miss,id_miss
UTS_13_0Y_0070,NA,UTS_12A_005,id_miss,id_miss
UTS_13_0Y_0072,NA,NA,id_miss,id_miss
UTS_13_0Y_0073,NA,NA,id_miss,id_miss
UTS_13_0Y_0074,NA,NA,id_miss,id_miss
UTS_13_0Y_0075,NA,NA,id_miss,id_miss
UTS_13_0Y_0076,NA,NA,id_miss,id_miss
UTS_13_0Y_0078,UTS_12A_004,NA,id_miss,id_miss
UTS_13_0Y_0079,NA,NA,id_miss,id_miss
UTS_13_0Y_0080,NA,NA,id_miss,id_miss
UTS_13_0Y_0081,NA,NA,id_miss,id_miss
UTS_13_0Y_0082,NA,NA,id_miss,id_miss
UTS_13_0Y_0083,NA,NA,id_miss,id_miss
UTS_13_0Y_0084,NA,NA,id_miss,id_miss
UTS_13_0Y_0085,NA,NA,id_miss,id_miss
UTS_13_0Y_0086,NA,NA,id_miss,id_miss
UTS_13_0Y_0087,NA,NA,id_miss,id_miss
UTS_13_0Y_0088,NA,NA,id_miss,id_miss
UTS_13_0Y_0089,NA,NA,id_miss,id_miss
UTS_13_0Y_0090,NA,NA,id_miss,id_miss
UTS_13_0Y_0091,NA,NA,id_miss,id_miss
UTS_13_0Y_0092,NA,NA,id_miss,id_miss
UTS_13_0Y_0093,NA,NA,id_miss,id_miss
UTS_13_0Y_0094,NA,NA,id_miss,id_miss
UTS_13_0Y_0095,NA,NA,id_miss,id_miss
UTS_13_0Y_0096,NA,NA,id_miss,id_miss
UTS_13_0Y_0097,NA,UTS_12A_034,id_miss,id_miss
UTS_13_0Y_0098,NA,NA,id_miss,id_miss
UTS_13_0Y_0099,NA,NA,id_miss,id_miss
UTS_13_0Y_0100,NA,NA,id_miss,id_miss
UTS_13_0Y_0101,NA,NA,id_miss,id_miss
UTS_13_0Y_0103,NA,UTS_12A_028,id_miss,id_miss
UTS_13_0Y_0105,NA,NA,id_miss,id_miss
UTS_13_0Y_0106,NA,NA,id_miss,id_miss
UTS_13_0Y_0107,NA,NA,id_miss,id_miss
UTS_13_0Y_0108,NA,NA,id_miss,id_miss
UTS_13_0Y_0109,NA,NA,id_miss,id_miss
UTS_13_0Y_0110,NA,NA,id_miss,id_miss
UTS_13_0Y_0111,NA,NA,id_miss,id_miss
UTS_13_0Y_0112,NA,NA,id_miss,id_miss
UTS_13_0Y_0113,NA,NA,id_miss,id_miss
UTS_13_0Y_0114,NA,NA,id_miss,id_miss
UTS_13_0Y_0115,NA,NA,id_miss,id_miss
UTS_13_0Y_0116,NA,NA,id_miss,id_miss
UTS_13_0Y_0117,NA,UTS_12A_036,id_miss,id_miss
UTS_13_0Y_0118,NA,UTS_12A_034,id_miss,id_miss
UTS_13_0Y_0119,NA,NA,id_miss,id_miss
UTS_13_0Y_0120,NA,NA,id_miss,id_miss
UTS_13_0Y_0121,NA,UTS_12A_034,id_miss,id_miss
UTS_13_0Y_0122,NA,UTS_12A_005,id_miss,id_miss
UTS_13_0Y_0123,NA,NA,id_miss,id_miss
UTS_13_0Y_0124,UTS_12A_004,NA,id_miss,id_miss
UTS_13_0Y_0125,NA,UTS_12A_005,id_miss,id_miss
UTS_13_0Y_0126,UTS_12A_004,NA,id_miss,id_miss
UTS_13_0Y_0127,NA,NA,id_miss,id_miss
UTS_13_0Y_0128,NA,NA,id_miss,id_miss
UTS_13_0Y_0129,NA,NA,id_miss,id_miss
UTS_13_0Y_0130,UTS_12A_004,NA,id_miss,id_miss
UTS_13_0Y_0131,UTS_12A_004,NA,id_miss,id_miss
UTS_13_0Y_0132,NA,NA,id_miss,id_miss
UTS_13_0Y_0133,NA,NA,id_miss,id_miss
UTS_13_0Y_0134,NA,NA,id_miss,id_miss
UTS_13_0Y_0135,UTS_12A_030,UTS_12A_011,id_miss,id_miss
UTS_13_0Y_0136,UTS_12A_030,NA,id_miss,id_miss
UTS_13_0Y_0137,UTS_12A_030,NA,id_miss,id_miss
UTS_13_0Y_0138,NA,NA,id_miss,id_miss
UTS_13_0Y_0139,NA,UTS_12A_034,id_miss,id_miss
UTS_13_0Y_0140,NA,NA,id_miss,id_miss
UTS_13_0Y_0141,UTS_12A_003,NA,id_miss,id_miss
UTS_13_0Y_0142,NA,NA,id_miss,id_miss
UTS_13_0Y_0143,NA,UTS_12A_034,id_miss,id_miss
UTS_13_0Y_0144,NA,NA,id_miss,id_miss
UTS_13_0Y_0145,NA,NA,id_miss,id_miss
UTS_13_0Y_0146,NA,UTS_12A_034,id_miss,id_miss
UTS_13_0Y_0147,NA,NA,id_miss,id_miss
UTS_13_0Y_0148,NA,NA,id_miss,id_miss
UTS_13_0Y_0149,NA,NA,id_miss,id_miss
UTS_13_0Y_0150,NA,UTS_12A_016,id_miss,id_miss
UTS_13_0Y_0151,NA,NA,id_miss,id_miss
UTS_13_0Y_0152,NA,NA,id_miss,id_miss
UTS_13_0Y_0153,NA,NA,id_miss,id_miss
UTS_13_0Y_0154,NA,UTS_12A_007,id_miss,id_miss
UTS_13_0Y_0155,NA,NA,id_miss,id_miss
UTS_13_0Y_0156,UTS_12A_018,NA,id_miss,id_miss
UTS_13_0Y_0157,NA,UTS_12A_009,id_miss,id_miss
UTS_13_0Y_0158,NA,NA,id_miss,id_miss
UTS_13_0Y_0159,NA,NA,id_miss,id_miss
UTS_13_0Y_0160,NA,NA,id_miss,id_miss
UTS_13_0Y_0161,NA,UTS_12A_036,id_miss,id_miss
UTS_13_0Y_0162,UTS_12A_018,UTS_12A_016,id_miss,id_miss
UTS_13_0Y_0163,NA,NA,id_miss,id_miss
UTS_13_0Y_0164,NA,NA,id_miss,id_miss
UTS_13_0Y_0165,NA,NA,id_miss,id_miss
UTS_13_0Y_0166,NA,NA,id_miss,id_miss
UTS_13_0Y_0167,NA,NA,id_miss,id_miss
UTS_13_0Y_0168,NA,NA,id_miss,id_miss
UTS_13_0Y_0169,UTS_12A_003,NA,id_miss,id_miss
UTS_13_0Y_0170,NA,NA,id_miss,id_miss
UTS_13_0Y_0171,NA,NA,id_miss,id_miss
UTS_13_0Y_0172,NA,NA,id_miss,id_miss
UTS_13_0Y_0173,UTS_12A_030,UTS_12A_022,id_miss,id_miss
UTS_13_0Y_0174,NA,NA,id_miss,id_miss
UTS_13_0Y_0175,NA,NA,id_miss,id_miss
UTS_13_0Y_0176,UTS_12A_030,UTS_12A_009,id_miss,id_miss
UTS_13_0Y_0177,NA,NA,id_miss,id_miss
UTS_13_0Y_0178,NA,NA,id_miss,id_miss
UTS_13_0Y_0179,NA,UTS_12A_036,id_miss,id_miss
UTS_13_0Y_0180,NA,NA,id_miss,id_miss
UTS_13_0Y_0181,NA,NA,id_miss,id_miss
UTS_13_0Y_0182,NA,NA,id_miss,id_miss
UTS_13_0Y_0183,UTS_12A_004,UTS_12A_034,id_miss,id_miss
UTS_13_0Y_0184,NA,NA,id_miss,id_miss
UTS_13_0Y_0186,NA,NA,id_miss,id_miss
UTS_13_0Y_0187,UTS_12A_030,NA,id_miss,id_miss
UTS_13_0Y_0188,NA,NA,id_miss,id_miss
UTS_13_0Y_0189,NA,NA,id_miss,id_miss
UTS_13_0Y_0190,NA,NA,id_miss,id_miss
UTS_13_0Y_0191,NA,UTS_12A_016,id_miss,id_miss
UTS_13_0Y_0194,NA,NA,NA,NA
UTS_13_0Y_0195,NA,NA,NA,NA
UTS_13_0Y_0196,NA,UTS_12A_034,UTS_12A_034,NA
UTS_13_0Y_0197,NA,NA,NA,NA
UTS_13_0Y_0198,NA,NA,NA,NA
UTS_13_0Y_0201,UTS_12A_030,UTS_12A_023,UTS_12A_023,UTS_12A_030
UTS_13_0Y_0202,NA,UTS_12A_005,UTS_12A_005,NA
UTS_13_0Y_0203,NA,NA,NA,NA
UTS_13_0Y_0204,NA,NA,NA,NA
UTS_13_0Y_0205,NA,NA,NA,NA
UTS_13_0Y_0206,UTS_12A_004,NA,NA,UTS_12A_004
UTS_13_0Y_0207,UTS_12A_030,NA,NA,UTS_12A_030
UTS_13_0Y_0208,NA,NA,NA,NA
UTS_13_0Y_0209,NA,NA,NA,NA
UTS_13_0Y_0210,UTS_12A_003,NA,NA,UTS_12A_003
UTS_13_0Y_0211,NA,NA,NA,NA
UTS_13_0Y_0212,NA,NA,NA,NA
UTS_13_0Y_0213,NA,NA,NA,UTS_12A_030
UTS_13_0Y_0214,NA,NA,NA,NA
UTS_13_0Y_0215,NA,NA,NA,NA
UTS_13_0Y_0216,NA,NA,NA,NA
UTS_13_0Y_0217,NA,NA,NA,NA
UTS_13_0Y_0218,UTS_12A_018,NA,NA,UTS_12A_018
UTS_13_0Y_0219,NA,NA,NA,NA
UTS_13_0Y_0220,UTS_12A_030,UTS_12A_023,UTS_12A_023,UTS_12A_030
UTS_13_0Y_0221,NA,NA,NA,NA
UTS_13_0Y_0222,NA,NA,NA,NA
UTS_13_0Y_0223,UTS_12A_030,NA,NA,UTS_12A_030
UTS_13_0Y_0224,NA,NA,NA,NA
UTS_13_0Y_0226,NA,NA,NA,NA
UTS_13_0Y_0227,NA,UTS_12A_016,NA,NA
UTS_13_0Y_0228,NA,UTS_12A_034,UTS_12A_034,NA
UTS_13_0Y_0229,NA,NA,NA,NA
UTS_13_0Y_0231,NA,NA,NA,NA
UTS_13_0Y_0232,NA,NA,NA,NA
UTS_13_0Y_0233,NA,UTS_12A_016,NA,NA
UTS_13_0Y_0234,NA,NA,NA,NA
UTS_13_0Y_0235,NA,UTS_12A_016,NA,NA
UTS_13_0Y_0236,NA,NA,NA,NA
UTS_13_0Y_0237,NA,NA,NA,NA
UTS_13_0Y_0238,NA,UTS_12A_016,NA,NA
UTS_13_0Y_0239,NA,NA,NA,NA
UTS_13_0Y_0240,NA,UTS_12A_036,UTS_12A_036,NA
UTS_13_0Y_0241,NA,NA,NA,UTS28
UTS_13_0Y_0242,NA,NA,NA,NA
UTS_13_0Y_0243,NA,NA,NA,NA
UTS_13_0Y_0244,NA,NA,NA,NA
UTS_13_0Y_0245,NA,NA,NA,NA
UTS_13_0Y_0246,UTS_12A_004,NA,NA,UTS_12A_004
UTS_13_0Y_0247,NA,NA,NA,NA
UTS_13_0Y_0248,NA,UTS_12A_011,UTS_12A_011,NA
UTS_13_0Y_0249,NA,NA,NA,NA
UTS_13_0Y_0250,NA,NA,NA,NA
UTS_13_0Y_0251,NA,NA,NA,NA
UTS_13_0Y_0252,NA,NA,NA,NA
UTS_13_0Y_0253,NA,NA,NA,NA
UTS_13_0Y_0254,NA,NA,NA,NA
UTS_13_0Y_0255,NA,NA,NA,NA
UTS_13_0Y_0256,NA,UTS_12A_036,UTS_12A_036,NA
UTS_13_0Y_0257,NA,NA,NA,NA
UTS_13_0Y_0258,NA,NA,NA,NA
UTS_13_0Y_0259,NA,NA,NA,NA
UTS_13_0Y_0260,NA,UTS_12A_016,NA,NA
UTS_13_0Y_0261,NA,UTS_12A_006,UTS_12A_006,NA
UTS_13_0Y_0262,NA,NA,NA,NA
UTS_13_0Y_0263,NA,NA,NA,NA
UTS_13_0Y_0264,NA,NA,NA,NA
UTS_13_0Y_0265,NA,NA,NA,NA
UTS_13_0Y_0266,NA,NA,NA,NA
UTS_13_0Y_0267,NA,NA,NA,NA
UTS_13_0Y_0268,NA,NA,NA,NA
UTS_13_0Y_0269,NA,NA,NA,NA
UTS_13_0Y_0270,NA,NA,NA,NA
UTS_13_0Y_0271,NA,NA,NA,NA
UTS_13_0Y_0272,NA,NA,NA,NA
UTS_13_0Y_0273,NA,NA,NA,NA
UTS_13_0Y_0274,UTS_12A_030,UTS_12A_009,UTS_12A_009,NA
UTS_13_0Y_0275,NA,UTS_12A_034,UTS_12A_034,NA
UTS_13_0Y_0276,NA,NA,NA,NA
UTS_13_0Y_0277,NA,NA,NA,NA
UTS_13_0Y_0278,NA,NA,NA,NA
UTS_13_0Y_0279,NA,NA,NA,NA
UTS_13_0Y_0280,NA,NA,NA,NA
UTS_13_0Y_0281,NA,NA,NA,NA
UTS_13_0Y_0282,NA,NA,NA,NA
UTS_13_0Y_0283,NA,NA,NA,NA
UTS_13_0Y_0284,NA,NA,NA,NA
UTS_13_0Y_0285,NA,NA,NA,NA
UTS_13_0Y_0286,NA,NA,NA,NA
UTS_13_0Y_0287,NA,NA,NA,NA
UTS_13_0Y_0289,NA,NA,NA,NA
UTS_13_0Y_0290,NA,UTS_12A_017,UTS_12A_017,NA
UTS_13_0Y_0291,NA,NA,NA,NA
UTS_13_0Y_0292,NA,NA,NA,NA
UTS_13_0Y_0293,NA,NA,NA,NA
UTS_13_0Y_0294,NA,NA,NA,NA
UTS_13_0Y_0295,UTS_12A_003,NA,NA,UTS_12A_003
UTS_13_0Y_0296,UTS_12A_003,NA,NA,UTS_12A_003
UTS_13_0Y_0297,NA,NA,NA,NA
UTS_13_0Y_0298,NA,NA,NA,NA
UTS_13_0Y_0299,NA,NA,id_miss,id_miss
UTS_13_0Y_0300,NA,UTS_12A_036,UTS_12A_036,NA
