offspring,microsat_dam,microsat_sire,snp_dam,snp_sire
UTS_15_0Y_1221,NA,NA,id_miss,id_miss
UTS_15_0Y_1222,NA,NA,id_miss,id_miss
UTS_15_0Y_1223,NA,NA,id_miss,id_miss
UTS_15_0Y_1224,NA,NA,id_miss,id_miss
UTS_15_0Y_1225,NA,UTS_14A_053,id_miss,id_miss
UTS_15_0Y_1226,NA,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1227,NA,NA,id_miss,id_miss
UTS_15_0Y_1228,NA,UTS_14A_099,id_miss,id_miss
UTS_15_0Y_1229,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1230,NA,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1231,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1232,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1233,NA,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1234,NA,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1235,NA,NA,id_miss,id_miss
UTS_15_0Y_1236,NA,UTS_14A_088,id_miss,id_miss
UTS_15_0Y_1237,NA,NA,id_miss,id_miss
UTS_15_0Y_1238,NA,NA,id_miss,id_miss
UTS_15_0Y_1239,NA,NA,id_miss,id_miss
UTS_15_0Y_1240,NA,NA,id_miss,id_miss
UTS_15_0Y_1241,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1242,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1243,NA,UTS_14A_103,id_miss,id_miss
UTS_15_0Y_1244,NA,UTS_14A_097,id_miss,id_miss
UTS_15_0Y_1245,NA,NA,id_miss,id_miss
UTS_15_0Y_1246,NA,NA,id_miss,id_miss
UTS_15_0Y_1247,NA,NA,id_miss,id_miss
UTS_15_0Y_1248,NA,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1249,NA,NA,id_miss,id_miss
UTS_15_0Y_1250,UTS_14A_024,NA,id_miss,id_miss
UTS_15_0Y_1251,NA,UTS_14A_088,id_miss,id_miss
UTS_15_0Y_1252,NA,NA,id_miss,id_miss
UTS_15_0Y_1253,NA,NA,id_miss,id_miss
UTS_15_0Y_1254,NA,NA,id_miss,id_miss
UTS_15_0Y_1255,NA,NA,id_miss,id_miss
UTS_15_0Y_1256,UTS_14A_050,NA,id_miss,id_miss
UTS_15_0Y_1257,NA,NA,id_miss,id_miss
UTS_15_0Y_1258,NA,NA,id_miss,id_miss
UTS_15_0Y_1259,NA,UTS_14A_088,id_miss,id_miss
UTS_15_0Y_1260,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1261,NA,NA,id_miss,id_miss
UTS_15_0Y_1262,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1263,UTS_14A_024,NA,id_miss,id_miss
UTS_15_0Y_1264,NA,UTS_14A_103,id_miss,id_miss
UTS_15_0Y_1265,NA,NA,id_miss,id_miss
UTS_15_0Y_1266,NA,NA,id_miss,id_miss
UTS_15_0Y_1267,NA,NA,id_miss,id_miss
UTS_15_0Y_1268,NA,NA,id_miss,id_miss
UTS_15_0Y_1269,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1270,NA,NA,id_miss,id_miss
UTS_15_0Y_1271,NA,UTS_14A_089,id_miss,id_miss
UTS_15_0Y_1272,NA,NA,id_miss,id_miss
UTS_15_0Y_1273,NA,NA,id_miss,id_miss
UTS_15_0Y_1274,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1275,NA,NA,id_miss,id_miss
UTS_15_0Y_1276,NA,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1277,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1278,UTS_14A_108,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1279,NA,NA,id_miss,id_miss
UTS_15_0Y_1280,UTS_14A_066,NA,id_miss,id_miss
UTS_15_0Y_1281,NA,NA,id_miss,id_miss
UTS_15_0Y_1282,NA,NA,id_miss,id_miss
UTS_15_0Y_1283,NA,NA,id_miss,id_miss
UTS_15_0Y_1284,NA,NA,id_miss,id_miss
UTS_15_0Y_1285,NA,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1286,NA,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1287,NA,UTS_14A_089,id_miss,id_miss
UTS_15_0Y_1288,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1289,NA,UTS_14A_083,id_miss,id_miss
UTS_15_0Y_1290,NA,NA,id_miss,id_miss
UTS_15_0Y_1291,NA,NA,id_miss,id_miss
UTS_15_0Y_1292,NA,NA,id_miss,id_miss
UTS_15_0Y_1293,NA,NA,id_miss,id_miss
UTS_15_0Y_1294,NA,NA,id_miss,id_miss
UTS_15_0Y_1295,NA,UTS_14A_033,id_miss,id_miss
UTS_15_0Y_1296,NA,NA,id_miss,id_miss
UTS_15_0Y_1297,NA,NA,id_miss,id_miss
UTS_15_0Y_1298,NA,NA,id_miss,id_miss
UTS_15_0Y_1299,NA,NA,id_miss,id_miss
UTS_15_0Y_1300,UTS_14A_108,UTS_14A_076,id_miss,id_miss
UTS_15_0Y_1301,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1302,UTS_14A_024,NA,id_miss,id_miss
UTS_15_0Y_1303,NA,UTS_14A_099,id_miss,id_miss
UTS_15_0Y_1304,NA,UTS_14A_076,id_miss,id_miss
UTS_15_0Y_1305,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1306,NA,UTS_14A_025,id_miss,id_miss
UTS_15_0Y_1307,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1308,UTS_14A_108,NA,id_miss,id_miss
UTS_15_0Y_1309,UTS_14A_024,NA,id_miss,id_miss
UTS_15_0Y_1310,NA,NA,id_miss,id_miss
UTS_15_0Y_1311,NA,NA,id_miss,id_miss
UTS_15_0Y_1312,UTS_14A_108,NA,id_miss,id_miss
UTS_15_0Y_1313,NA,UTS_14A_088,id_miss,id_miss
UTS_15_0Y_1314,NA,NA,id_miss,id_miss
UTS_15_0Y_1315,NA,NA,id_miss,id_miss
UTS_15_0Y_1316,NA,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1317,NA,NA,id_miss,id_miss
UTS_15_0Y_1318,NA,NA,id_miss,id_miss
UTS_15_0Y_1319,NA,NA,id_miss,id_miss
UTS_15_0Y_1320,NA,NA,id_miss,id_miss
UTS_15_0Y_1321,NA,UTS_14A_025,id_miss,id_miss
UTS_15_0Y_1322,NA,NA,id_miss,id_miss
UTS_15_0Y_1323,NA,NA,id_miss,id_miss
UTS_15_0Y_1324,UTS_14A_108,UTS_14A_103,id_miss,id_miss
UTS_15_0Y_1325,NA,NA,id_miss,id_miss
UTS_15_0Y_1326,NA,NA,id_miss,id_miss
UTS_15_0Y_1327,NA,NA,id_miss,id_miss
UTS_15_0Y_1328,NA,NA,id_miss,id_miss
UTS_15_0Y_1329,NA,NA,id_miss,id_miss
UTS_15_0Y_1330,NA,NA,id_miss,id_miss
UTS_15_0Y_1331,NA,UTS_14A_088,id_miss,id_miss
UTS_15_0Y_1332,NA,UTS_14A_088,id_miss,id_miss
UTS_15_0Y_1333,UTS_14A_108,NA,id_miss,id_miss
UTS_15_0Y_1334,NA,NA,id_miss,id_miss
UTS_15_0Y_1335,NA,UTS_14A_083,id_miss,id_miss
UTS_15_0Y_1336,NA,UTS_14A_083,id_miss,id_miss
UTS_15_0Y_1337,NA,NA,id_miss,id_miss
UTS_15_0Y_1338,UTS_14A_108,NA,id_miss,id_miss
UTS_15_0Y_1339,NA,NA,id_miss,id_miss
UTS_15_0Y_1340,NA,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1341,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1342,NA,NA,id_miss,id_miss
UTS_15_0Y_1343,NA,NA,id_miss,id_miss
UTS_15_0Y_1344,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1345,NA,NA,id_miss,id_miss
UTS_15_0Y_1346,NA,NA,id_miss,id_miss
UTS_15_0Y_1347,NA,NA,id_miss,id_miss
UTS_15_0Y_1348,NA,NA,id_miss,id_miss
UTS_15_0Y_1349,NA,NA,id_miss,id_miss
UTS_15_0Y_1350,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1351,NA,UTS_14A_088,id_miss,id_miss
UTS_15_0Y_1352,NA,NA,id_miss,id_miss
UTS_15_0Y_1353,NA,NA,id_miss,id_miss
UTS_15_0Y_1354,UTS_14A_024,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1355,NA,NA,id_miss,id_miss
UTS_15_0Y_1356,NA,NA,id_miss,id_miss
UTS_15_0Y_1357,NA,NA,id_miss,id_miss
UTS_15_0Y_1358,NA,NA,id_miss,id_miss
UTS_15_0Y_1359,NA,NA,id_miss,id_miss
UTS_15_0Y_1360,NA,NA,id_miss,id_miss
UTS_15_0Y_1361,NA,UTS_14A_085,id_miss,id_miss
UTS_15_0Y_1362,NA,UTS_14A_085,id_miss,id_miss
UTS_15_0Y_1363,NA,UTS_14A_089,id_miss,id_miss
UTS_15_0Y_1364,NA,NA,id_miss,id_miss
UTS_15_0Y_1365,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1366,NA,UTS_14A_076,id_miss,id_miss
UTS_15_0Y_1367,NA,UTS_14A_076,id_miss,id_miss
UTS_15_0Y_1368,UTS_14A_066,UTS_14A_103,id_miss,id_miss
UTS_15_0Y_1369,NA,UTS_14A_060,id_miss,id_miss
UTS_15_0Y_1370,NA,NA,id_miss,id_miss
UTS_15_0Y_1371,NA,NA,id_miss,id_miss
UTS_15_0Y_1372,NA,UTS_14A_041,id_miss,id_miss
UTS_15_0Y_1373,NA,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1374,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1375,NA,NA,id_miss,id_miss
UTS_15_0Y_1376,NA,UTS_14A_042,id_miss,id_miss
UTS_15_0Y_1377,NA,NA,id_miss,id_miss
UTS_15_0Y_1378,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1379,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1380,NA,NA,id_miss,id_miss
UTS_15_0Y_1381,NA,NA,id_miss,id_miss
UTS_15_0Y_1382,UTS_14A_066,UTS_14A_085,id_miss,id_miss
UTS_15_0Y_1383,NA,NA,id_miss,id_miss
UTS_15_0Y_1384,NA,NA,id_miss,id_miss
UTS_15_0Y_1385,NA,UTS_14A_030,id_miss,id_miss
UTS_15_0Y_1386,NA,NA,id_miss,id_miss
UTS_15_0Y_1387,NA,NA,id_miss,id_miss
UTS_15_0Y_1388,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1389,NA,UTS_14A_076,id_miss,id_miss
UTS_15_0Y_1390,NA,UTS_14A_062,id_miss,id_miss
UTS_15_0Y_1391,NA,NA,id_miss,id_miss
UTS_15_0Y_1392,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1393,NA,UTS_14A_053,id_miss,id_miss
UTS_15_0Y_1394,NA,NA,id_miss,id_miss
UTS_15_0Y_1395,NA,NA,id_miss,id_miss
UTS_15_0Y_1396,NA,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1397,NA,NA,id_miss,id_miss
UTS_15_0Y_1398,NA,NA,id_miss,id_miss
UTS_15_0Y_1399,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1400,NA,NA,id_miss,id_miss
UTS_15_0Y_1401,UTS_14A_108,UTS_14A_092,id_miss,id_miss
UTS_15_0Y_1402,NA,NA,id_miss,id_miss
UTS_15_0Y_1403,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1404,NA,UTS_14A_088,id_miss,id_miss
UTS_15_0Y_1405,NA,NA,id_miss,id_miss
UTS_15_0Y_1406,NA,NA,id_miss,id_miss
UTS_15_0Y_1407,NA,NA,id_miss,id_miss
UTS_15_0Y_1408,NA,NA,id_miss,id_miss
UTS_15_0Y_1409,UTS_14A_108,UTS_14A_055,id_miss,id_miss
UTS_15_0Y_1410,NA,UTS_14A_089,id_miss,id_miss
UTS_15_0Y_1411,NA,NA,id_miss,id_miss
UTS_15_0Y_1412,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1413,NA,UTS_14A_099,id_miss,id_miss
UTS_15_0Y_1414,NA,NA,id_miss,id_miss
UTS_15_0Y_1415,NA,NA,id_miss,id_miss
UTS_15_0Y_1416,NA,NA,id_miss,id_miss
UTS_15_0Y_1417,NA,NA,id_miss,id_miss
UTS_15_0Y_1418,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1419,NA,NA,id_miss,id_miss
UTS_15_0Y_1420,NA,NA,id_miss,id_miss
UTS_15_0Y_1421,NA,NA,id_miss,id_miss
UTS_15_0Y_1422,NA,NA,id_miss,id_miss
UTS_15_0Y_1423,NA,NA,id_miss,id_miss
UTS_15_0Y_1424,NA,UTS_14A_033,id_miss,id_miss
UTS_15_0Y_1425,NA,NA,id_miss,id_miss
UTS_15_0Y_1426,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1427,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1428,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1429,NA,UTS_14A_033,id_miss,id_miss
UTS_15_0Y_1430,NA,UTS_14A_031,id_miss,id_miss
UTS_15_0Y_1431,NA,NA,id_miss,id_miss
UTS_15_0Y_1432,NA,UTS_14A_088,id_miss,id_miss
UTS_15_0Y_1433,NA,NA,id_miss,id_miss
UTS_15_0Y_1434,NA,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1435,NA,NA,id_miss,id_miss
UTS_15_0Y_1436,NA,NA,id_miss,id_miss
UTS_15_0Y_1437,NA,NA,id_miss,id_miss
UTS_15_0Y_1438,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1439,NA,NA,id_miss,id_miss
UTS_15_0Y_1440,NA,NA,id_miss,id_miss
UTS_15_0Y_1441,NA,NA,id_miss,id_miss
UTS_15_0Y_1442,NA,UTS_14A_099,id_miss,id_miss
UTS_15_0Y_1443,NA,NA,id_miss,id_miss
UTS_15_0Y_1444,NA,UTS_14A_099,id_miss,id_miss
UTS_15_0Y_1445,NA,UTS_14A_103,id_miss,id_miss
UTS_15_0Y_1446,NA,NA,id_miss,id_miss
UTS_15_0Y_1447,UTS_14A_108,NA,id_miss,id_miss
UTS_15_0Y_1448,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1449,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1450,NA,NA,id_miss,id_miss
UTS_15_0Y_1451,NA,NA,id_miss,id_miss
UTS_15_0Y_1452,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1453,UTS_14A_108,NA,id_miss,id_miss
UTS_15_0Y_1454,NA,NA,id_miss,id_miss
UTS_15_0Y_1455,NA,UTS_14A_088,id_miss,id_miss
UTS_15_0Y_1456,NA,NA,id_miss,id_miss
UTS_15_0Y_1457,NA,NA,id_miss,id_miss
UTS_15_0Y_1458,UTS_14A_108,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1459,NA,NA,id_miss,id_miss
UTS_15_0Y_1460,NA,NA,id_miss,id_miss
UTS_15_0Y_1461,NA,NA,id_miss,id_miss
UTS_15_0Y_1462,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1463,NA,NA,id_miss,id_miss
UTS_15_0Y_1464,NA,NA,id_miss,id_miss
UTS_15_0Y_1465,NA,NA,id_miss,id_miss
UTS_15_0Y_1466,NA,NA,id_miss,id_miss
UTS_15_0Y_1467,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1468,NA,UTS_14A_076,id_miss,id_miss
UTS_15_0Y_1469,NA,UTS_14A_083,id_miss,id_miss
UTS_15_0Y_1470,NA,NA,id_miss,id_miss
UTS_15_0Y_1471,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1472,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1473,NA,UTS_14A_083,id_miss,id_miss
UTS_15_0Y_1474,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1475,NA,NA,id_miss,id_miss
UTS_15_0Y_1476,NA,NA,id_miss,id_miss
UTS_15_0Y_1477,NA,NA,id_miss,id_miss
UTS_15_0Y_1478,NA,NA,id_miss,id_miss
UTS_15_0Y_1479,NA,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1480,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1481,NA,UTS_14A_103,id_miss,id_miss
UTS_15_0Y_1482,NA,UTS_14A_060,id_miss,id_miss
UTS_15_0Y_1483,NA,NA,id_miss,id_miss
UTS_15_0Y_1484,NA,NA,id_miss,id_miss
UTS_15_0Y_1485,UTS_14A_024,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1486,NA,NA,id_miss,id_miss
UTS_15_0Y_1487,NA,NA,id_miss,id_miss
UTS_15_0Y_1488,NA,NA,id_miss,id_miss
UTS_15_0Y_1489,NA,NA,id_miss,id_miss
UTS_15_0Y_1490,NA,UTS_14A_088,id_miss,id_miss
UTS_15_0Y_1491,NA,UTS_14A_103,id_miss,id_miss
UTS_15_0Y_1492,NA,NA,id_miss,id_miss
UTS_15_0Y_1493,NA,NA,id_miss,id_miss
UTS_15_0Y_1494,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1495,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1497,NA,UTS_14A_053,id_miss,id_miss
UTS_15_0Y_1498,NA,UTS_14A_083,id_miss,id_miss
UTS_15_0Y_1500,NA,UTS_14A_089,id_miss,id_miss
UTS_15_0Y_1501,NA,UTS_14A_103,id_miss,id_miss
UTS_15_0Y_1502,NA,NA,id_miss,id_miss
UTS_15_0Y_1503,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1504,NA,UTS_14A_099,id_miss,id_miss
UTS_15_0Y_1505,NA,UTS_14A_089,id_miss,id_miss
UTS_15_0Y_1506,NA,NA,id_miss,id_miss
UTS_15_0Y_1507,NA,NA,id_miss,id_miss
UTS_15_0Y_1508,NA,NA,id_miss,id_miss
UTS_15_0Y_1509,NA,NA,id_miss,id_miss
UTS_15_0Y_1510,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1511,NA,NA,id_miss,id_miss
UTS_15_0Y_1512,NA,UTS_14A_055,id_miss,id_miss
UTS_15_0Y_1513,NA,UTS_14A_055,id_miss,id_miss
UTS_15_0Y_1514,NA,UTS_14A_069,id_miss,id_miss
UTS_15_0Y_1515,NA,UTS_14A_025,id_miss,id_miss
UTS_15_0Y_1516,NA,NA,id_miss,id_miss
UTS_15_0Y_1517,NA,NA,id_miss,id_miss
UTS_15_0Y_1518,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1519,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1520,NA,NA,id_miss,id_miss
UTS_15_0Y_1521,UTS_14A_108,NA,id_miss,id_miss
UTS_15_0Y_1522,NA,NA,id_miss,id_miss
UTS_15_0Y_1523,NA,UTS_14A_099,id_miss,id_miss
UTS_15_0Y_1524,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1525,NA,NA,id_miss,id_miss
UTS_15_0Y_1526,NA,NA,id_miss,id_miss
UTS_15_0Y_1527,NA,NA,id_miss,id_miss
UTS_15_0Y_1528,NA,UTS_14A_060,id_miss,id_miss
UTS_15_0Y_1529,NA,NA,id_miss,id_miss
UTS_15_0Y_1530,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1531,UTS_14A_108,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1532,NA,NA,id_miss,id_miss
UTS_15_0Y_1533,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1534,NA,NA,id_miss,id_miss
UTS_15_0Y_1535,UTS_14A_024,NA,id_miss,id_miss
UTS_15_0Y_1536,NA,NA,id_miss,id_miss
UTS_15_0Y_1537,NA,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1538,UTS_14A_108,NA,id_miss,id_miss
UTS_15_0Y_1539,NA,NA,id_miss,id_miss
UTS_15_0Y_1540,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1541,NA,NA,id_miss,id_miss
UTS_15_0Y_1542,NA,UTS_14A_088,id_miss,id_miss
UTS_15_0Y_1543,NA,NA,id_miss,id_miss
UTS_15_0Y_1544,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1545,NA,NA,id_miss,id_miss
UTS_15_0Y_1546,NA,NA,id_miss,id_miss
UTS_15_0Y_1547,NA,NA,id_miss,id_miss
UTS_15_0Y_1548,UTS_14A_066,UTS_14A_085,id_miss,id_miss
UTS_15_0Y_1549,NA,NA,id_miss,id_miss
UTS_15_0Y_1550,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1551,NA,NA,id_miss,id_miss
UTS_15_0Y_1552,NA,NA,id_miss,id_miss
UTS_15_0Y_1553,NA,NA,id_miss,id_miss
UTS_15_0Y_1554,NA,NA,id_miss,id_miss
UTS_15_0Y_1555,NA,NA,id_miss,id_miss
UTS_15_0Y_1556,NA,UTS_14A_088,id_miss,id_miss
UTS_15_0Y_1558,NA,UTS_14A_085,id_miss,id_miss
UTS_15_0Y_1559,NA,NA,id_miss,id_miss
UTS_15_0Y_1560,NA,NA,id_miss,id_miss
UTS_15_0Y_1561,NA,NA,id_miss,id_miss
UTS_15_0Y_1562,NA,NA,id_miss,id_miss
UTS_15_0Y_1563,NA,NA,id_miss,id_miss
UTS_15_0Y_1564,NA,NA,id_miss,id_miss
UTS_15_0Y_1565,NA,UTS_14A_088,id_miss,id_miss
UTS_15_0Y_1566,NA,NA,id_miss,id_miss
UTS_15_0Y_1567,NA,NA,id_miss,id_miss
UTS_15_0Y_1568,NA,NA,id_miss,id_miss
UTS_15_0Y_1569,NA,UTS_14A_083,id_miss,id_miss
UTS_15_0Y_1570,UTS_14A_108,NA,id_miss,id_miss
UTS_15_0Y_1571,NA,NA,id_miss,id_miss
UTS_15_0Y_1572,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1573,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1574,NA,NA,id_miss,id_miss
UTS_15_0Y_1575,NA,NA,id_miss,id_miss
UTS_15_0Y_1576,NA,NA,id_miss,id_miss
UTS_15_0Y_1577,NA,NA,id_miss,id_miss
UTS_15_0Y_1578,NA,NA,id_miss,id_miss
UTS_15_0Y_1579,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1580,NA,NA,id_miss,id_miss
UTS_15_0Y_1581,NA,NA,id_miss,id_miss
UTS_15_0Y_1582,NA,NA,id_miss,id_miss
UTS_15_0Y_1583,NA,NA,id_miss,id_miss
UTS_15_0Y_1584,NA,NA,id_miss,id_miss
UTS_15_0Y_1585,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1586,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1587,NA,NA,id_miss,id_miss
UTS_15_0Y_1588,NA,NA,id_miss,id_miss
UTS_15_0Y_1589,NA,UTS_14A_089,id_miss,id_miss
UTS_15_0Y_1590,NA,NA,id_miss,id_miss
UTS_15_0Y_1591,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1592,NA,NA,id_miss,id_miss
UTS_15_0Y_1593,NA,NA,id_miss,id_miss
UTS_15_0Y_1594,NA,NA,id_miss,id_miss
UTS_15_0Y_1595,NA,UTS_14A_089,id_miss,id_miss
UTS_15_0Y_1596,NA,NA,id_miss,id_miss
UTS_15_0Y_1597,NA,NA,id_miss,id_miss
UTS_15_0Y_1598,NA,NA,id_miss,id_miss
UTS_15_0Y_1599,NA,NA,id_miss,id_miss
UTS_15_0Y_1600,NA,NA,id_miss,id_miss
UTS_15_0Y_1601,UTS_14A_108,UTS_14A_076,id_miss,id_miss
UTS_15_0Y_1602,NA,UTS_14A_089,id_miss,id_miss
UTS_15_0Y_1603,NA,NA,id_miss,id_miss
UTS_15_0Y_1604,NA,UTS_14A_088,id_miss,id_miss
UTS_15_0Y_1605,NA,NA,id_miss,id_miss
UTS_15_0Y_1606,NA,NA,id_miss,id_miss
UTS_15_0Y_1607,NA,UTS_14A_055,id_miss,id_miss
UTS_15_0Y_1608,NA,NA,id_miss,id_miss
UTS_15_0Y_1609,UTS_14A_108,NA,id_miss,id_miss
UTS_15_0Y_1610,NA,NA,id_miss,id_miss
UTS_15_0Y_1611,NA,NA,id_miss,id_miss
UTS_15_0Y_1612,NA,NA,id_miss,id_miss
UTS_15_0Y_1613,NA,NA,id_miss,id_miss
UTS_15_0Y_1614,NA,NA,id_miss,id_miss
UTS_15_0Y_1615,NA,UTS_14A_089,id_miss,id_miss
UTS_15_0Y_1616,UTS_14A_108,UTS_14A_076,id_miss,id_miss
UTS_15_0Y_1617,UTS_14A_066,UTS_14A_103,id_miss,id_miss
UTS_15_0Y_1618,NA,NA,id_miss,id_miss
UTS_15_0Y_1619,NA,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1620,NA,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1621,NA,UTS_14A_053,id_miss,id_miss
UTS_15_0Y_1622,NA,NA,id_miss,id_miss
UTS_15_0Y_1623,NA,NA,id_miss,id_miss
UTS_15_0Y_1624,NA,NA,id_miss,id_miss
UTS_15_0Y_1625,NA,NA,id_miss,id_miss
UTS_15_0Y_1626,NA,NA,id_miss,id_miss
UTS_15_0Y_1627,NA,NA,id_miss,id_miss
UTS_15_0Y_1628,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1629,NA,NA,id_miss,id_miss
UTS_15_0Y_1630,NA,NA,id_miss,id_miss
UTS_15_0Y_1631,NA,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1632,NA,NA,id_miss,id_miss
UTS_15_0Y_1633,NA,NA,id_miss,id_miss
UTS_15_0Y_1634,NA,UTS_14A_083,id_miss,id_miss
UTS_15_0Y_1635,NA,NA,id_miss,id_miss
UTS_15_0Y_1636,NA,NA,id_miss,id_miss
UTS_15_0Y_1637,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1638,NA,NA,id_miss,id_miss
UTS_15_0Y_1639,NA,NA,id_miss,id_miss
UTS_15_0Y_1640,NA,UTS_14A_033,id_miss,id_miss
UTS_15_0Y_1641,NA,NA,id_miss,id_miss
UTS_15_0Y_1642,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1643,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1644,NA,UTS_14A_012,id_miss,id_miss
UTS_15_0Y_1645,NA,NA,id_miss,id_miss
UTS_15_0Y_1646,NA,UTS_14A_068,id_miss,id_miss
UTS_15_0Y_1647,NA,UTS_14A_060,id_miss,id_miss
UTS_15_0Y_1648,NA,NA,id_miss,id_miss
UTS_15_0Y_1649,NA,UTS_14A_033,id_miss,id_miss
UTS_15_0Y_1650,NA,NA,id_miss,id_miss
UTS_15_0Y_1651,NA,UTS_14A_033,id_miss,id_miss
UTS_15_0Y_1652,NA,NA,id_miss,id_miss
UTS_15_0Y_1653,NA,UTS_14A_091,id_miss,id_miss
UTS_15_0Y_1654,NA,UTS_14A_089,id_miss,id_miss
UTS_15_0Y_1655,NA,UTS_14A_055,id_miss,id_miss
UTS_15_0Y_1656,NA,NA,id_miss,id_miss
UTS_15_0Y_1657,NA,NA,id_miss,id_miss
UTS_15_0Y_1658,NA,NA,id_miss,id_miss
UTS_15_0Y_1659,NA,UTS_14A_088,id_miss,id_miss
UTS_15_0Y_1660,NA,NA,id_miss,id_miss
